hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,4,2016,June,27,26,2,1,3,0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,162.88,0,2,Check-Out,2016-06-29
City Hotel,0,41,2016,June,27,28,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,252,NULL,0,Transient-Party,171.2,0,0,Check-Out,2016-06-29
City Hotel,0,23,2016,June,27,27,1,2,2,0,0,BB,CHE,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,162.0,0,1,Check-Out,2016-06-30
City Hotel,0,40,2016,June,27,27,1,2,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,183.9,0,2,Check-Out,2016-06-30
City Hotel,0,37,2016,June,27,26,2,2,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,156.6,0,2,Check-Out,2016-06-30
City Hotel,0,1,2016,June,27,28,0,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,167.0,0,1,Check-Out,2016-06-30
City Hotel,0,5,2016,June,27,26,2,2,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,NULL,0,Transient,196.0,0,2,Check-Out,2016-06-30
City Hotel,0,11,2016,June,27,26,2,2,2,0,1,BB,POL,Offline TA/TO,TA/TO,0,0,0,D,E,2,No Deposit,83,NULL,0,Transient,156.8,0,3,Check-Out,2016-06-30
City Hotel,0,17,2016,June,27,29,0,2,3,1,0,BB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,14,NULL,0,Transient,237.0,0,1,Check-Out,2016-07-01
City Hotel,0,154,2016,June,27,28,0,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,177.3,1,3,Check-Out,2016-07-01
City Hotel,0,124,2016,June,27,27,1,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,158.95,0,2,Check-Out,2016-07-01
City Hotel,0,27,2016,June,27,28,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,192.67,1,0,Check-Out,2016-07-01
City Hotel,0,45,2016,June,27,27,1,3,3,0,0,HB,ABW,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,15,NULL,0,Transient,157.68,0,2,Check-Out,2016-07-01
City Hotel,0,7,2016,June,27,30,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,1,Check-Out,2016-07-01
City Hotel,0,102,2016,June,27,27,1,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,Non Refund,9,NULL,0,Transient-Party,173.95,0,2,Check-Out,2016-07-01
City Hotel,0,12,2016,June,27,29,0,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,NULL,0,Transient,151.0,0,2,Check-Out,2016-07-01
City Hotel,0,12,2016,June,27,29,0,2,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,NULL,0,Transient,156.0,0,3,Check-Out,2016-07-01
City Hotel,0,160,2016,June,26,25,2,5,2,1,0,BB,POL,Online TA,TA/TO,0,0,0,F,G,1,No Deposit,9,NULL,0,Transient,208.13,0,1,Check-Out,2016-07-02
City Hotel,0,1,2016,June,27,29,0,3,2,2,0,BB,ITA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,NULL,0,Transient,209.1,0,2,Check-Out,2016-07-02
City Hotel,0,33,2016,July,27,1,0,1,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,9,NULL,0,Transient,152.1,0,2,Check-Out,2016-07-02
City Hotel,0,79,2016,June,27,29,0,3,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,173.25,0,1,Check-Out,2016-07-02
City Hotel,0,7,2016,June,27,30,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,151.0,0,1,Check-Out,2016-07-02
City Hotel,0,21,2016,June,27,28,0,4,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,182.0,0,3,Check-Out,2016-07-02
City Hotel,0,5,2016,July,27,1,0,1,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,165.0,0,0,Check-Out,2016-07-02
City Hotel,0,0,2016,July,27,1,0,1,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,159.0,0,0,Check-Out,2016-07-02
City Hotel,0,2,2016,July,27,1,0,1,2,1,0,BB,AUT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9,NULL,0,Transient,167.0,0,1,Check-Out,2016-07-02
City Hotel,0,44,2016,July,27,1,0,1,2,2,0,BB,PRT,Direct,Direct,0,0,0,E,G,0,No Deposit,NULL,NULL,0,Transient-Party,156.95,0,2,Check-Out,2016-07-02
City Hotel,0,3,2016,June,27,28,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9,NULL,0,Transient,158.5,0,2,Check-Out,2016-07-02
City Hotel,0,16,2016,July,27,1,0,2,3,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,187.0,0,3,Check-Out,2016-07-03
City Hotel,0,16,2016,July,27,1,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,166.0,0,2,Check-Out,2016-07-03
City Hotel,0,1,2016,June,27,27,1,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,192.0,0,1,Check-Out,2016-07-03
City Hotel,0,50,2016,June,27,30,0,3,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,150.3,0,2,Check-Out,2016-07-03
City Hotel,0,18,2016,June,27,30,0,3,2,1,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,169.0,0,1,Check-Out,2016-07-03
City Hotel,0,129,2016,June,27,30,0,3,3,0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient-Party,164.87,0,2,Check-Out,2016-07-03
City Hotel,0,82,2016,July,27,2,0,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,NULL,0,Transient,185.03,0,2,Check-Out,2016-07-03
City Hotel,0,23,2016,July,27,1,0,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,NULL,0,Transient,187.0,0,2,Check-Out,2016-07-03
City Hotel,0,31,2016,June,27,30,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,156.15,1,1,Check-Out,2016-07-04
City Hotel,0,53,2016,July,27,1,1,2,3,1,0,BB,NLD,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,NULL,0,Transient,188.81,0,1,Check-Out,2016-07-04
City Hotel,0,54,2016,July,28,3,1,0,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,159.3,1,2,Check-Out,2016-07-04
City Hotel,0,6,2016,July,28,4,1,3,3,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,NULL,NULL,0,Transient,174.5,0,2,Check-Out,2016-07-08
City Hotel,0,47,2016,July,27,2,1,1,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,150.3,0,2,Check-Out,2016-07-04
City Hotel,0,7,2016,June,27,28,1,5,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,182.0,0,0,Check-Out,2016-07-04
City Hotel,0,1,2016,July,27,2,1,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9,NULL,0,Transient,166.0,0,0,Check-Out,2016-07-04
City Hotel,0,19,2016,July,27,1,1,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,1,Check-Out,2016-07-04
City Hotel,0,18,2016,July,27,1,1,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,187.0,0,3,Check-Out,2016-07-04
City Hotel,0,158,2016,July,27,1,1,2,2,2,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,168.3,0,1,Check-Out,2016-07-04
City Hotel,0,10,2016,June,27,30,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,1,Check-Out,2016-07-04
City Hotel,0,49,2016,July,27,1,1,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,NULL,0,Transient,150.3,0,4,Check-Out,2016-07-04
City Hotel,0,18,2016,July,28,3,1,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,1,Check-Out,2016-07-04
City Hotel,0,15,2016,July,27,2,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,1,Check-Out,2016-07-05
City Hotel,0,151,2016,July,28,4,1,0,2,2,0,BB,CHE,Direct,Direct,0,0,0,F,F,0,No Deposit,14,NULL,0,Transient,171.9,0,0,Check-Out,2016-07-05
City Hotel,0,11,2016,July,28,4,1,0,2,3,0,BB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,NULL,NULL,0,Transient,267.0,0,3,Check-Out,2016-07-05
City Hotel,0,36,2016,July,27,2,2,1,2,1,0,BB,FIN,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9,NULL,0,Transient,152.1,0,2,Check-Out,2016-07-05
City Hotel,0,3,2016,July,28,4,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,158.0,1,0,Check-Out,2016-07-05
City Hotel,0,62,2016,July,27,2,2,2,3,0,0,BB,IND,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,150.3,0,2,Check-Out,2016-07-06
City Hotel,0,0,2016,July,28,5,0,1,2,1,0,BB,POL,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,9,NULL,0,Transient,159.0,0,0,Check-Out,2016-07-06
City Hotel,0,20,2016,July,28,5,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160.0,1,1,Check-Out,2016-07-06
City Hotel,0,41,2016,July,27,2,2,2,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,150.3,0,1,Check-Out,2016-07-06
City Hotel,0,8,2016,June,27,30,2,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,204.0,0,1,Check-Out,2016-07-06
City Hotel,0,27,2016,July,28,4,1,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,1,Check-Out,2016-07-06
City Hotel,0,15,2016,July,28,4,1,1,3,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,NULL,0,Transient,187.0,1,2,Check-Out,2016-07-06
City Hotel,0,25,2016,July,28,4,1,1,2,3,0,BB,NOR,Direct,Direct,0,0,0,G,G,0,No Deposit,14,NULL,0,Transient,226.95,0,1,Check-Out,2016-07-06
City Hotel,0,10,2016,July,28,3,2,1,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,166.0,0,1,Check-Out,2016-07-06
City Hotel,0,6,2016,July,27,2,2,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,180.0,0,2,Check-Out,2016-07-06
City Hotel,0,4,2016,July,28,5,0,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,1,Check-Out,2016-07-06
City Hotel,0,221,2016,July,27,2,2,2,2,2,0,BB,DNK,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Contract,187.0,0,0,Check-Out,2016-07-06
City Hotel,0,99,2016,July,28,3,2,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,186.3,0,2,Check-Out,2016-07-06
City Hotel,0,0,2016,July,27,2,2,2,2,0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9,NULL,0,Transient,151.0,0,1,Check-Out,2016-07-06
City Hotel,0,128,2016,July,27,1,2,4,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,163.2,0,2,Check-Out,2016-07-07
City Hotel,0,20,2016,July,28,6,0,1,2,2,0,BB,NOR,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9,NULL,0,Transient,231.0,0,3,Check-Out,2016-07-07
City Hotel,0,20,2016,July,28,6,0,1,2,2,0,BB,NOR,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9,NULL,0,Transient,231.0,0,1,Check-Out,2016-07-07
City Hotel,0,87,2016,July,28,5,0,2,3,0,0,BB,ARG,Online TA,TA/TO,0,0,0,D,E,2,No Deposit,9,NULL,0,Transient,166.85,0,1,Check-Out,2016-07-07
City Hotel,0,14,2016,July,28,3,2,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,1,Check-Out,2016-07-07
City Hotel,0,6,2016,July,28,3,2,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,156.5,0,1,Check-Out,2016-07-07
City Hotel,0,19,2016,July,28,3,2,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,187.0,0,2,Check-Out,2016-07-07
City Hotel,0,139,2016,July,28,4,1,2,2,2,0,HB,SWE,Online TA,TA/TO,0,0,0,F,G,1,No Deposit,9,NULL,0,Transient,228.6,0,2,Check-Out,2016-07-07
City Hotel,0,14,2016,July,27,2,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,2,Check-Out,2016-07-07
City Hotel,0,40,2016,July,28,6,0,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,G,0,No Deposit,9,NULL,0,Transient,150.3,0,2,Check-Out,2016-07-07
City Hotel,0,7,2016,July,28,4,1,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,160.33,0,2,Check-Out,2016-07-07
City Hotel,0,51,2016,July,28,3,2,2,2,1,1,BB,PRT,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,9,NULL,0,Transient,150.3,0,3,Check-Out,2016-07-07
City Hotel,0,43,2016,July,28,3,2,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,150.3,0,2,Check-Out,2016-07-07
City Hotel,0,16,2016,June,27,30,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,1,Check-Out,2016-07-07
City Hotel,0,1,2016,July,28,7,0,1,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,197.0,0,0,Check-Out,2016-07-08
City Hotel,0,0,2016,July,28,4,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,155.5,0,0,Check-Out,2016-07-08
City Hotel,0,37,2016,July,28,7,0,1,2,2,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,216.9,1,3,Check-Out,2016-07-08
City Hotel,0,54,2016,July,28,4,1,3,2,0,0,HB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,161.1,1,0,Check-Out,2016-07-08
City Hotel,0,25,2016,July,28,4,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,166.0,0,1,Check-Out,2016-07-08
City Hotel,0,25,2016,July,28,7,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,1,Check-Out,2016-07-08
City Hotel,0,169,2016,July,28,3,2,3,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,158.95,0,1,Check-Out,2016-07-08
City Hotel,0,15,2016,July,28,5,0,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,1,Check-Out,2016-07-08
City Hotel,0,73,2016,July,28,4,1,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,150.3,0,2,Check-Out,2016-07-08
City Hotel,0,0,2016,July,28,7,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,NULL,NULL,0,Transient,159.0,0,0,Check-Out,2016-07-08
City Hotel,0,151,2016,July,28,3,2,3,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,300.0,0,0,Check-Out,2016-07-08
City Hotel,0,0,2016,July,28,7,0,1,2,2,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,NULL,NULL,0,Transient,249.3,0,2,Check-Out,2016-07-08
City Hotel,0,15,2016,July,28,6,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,151.0,0,0,Check-Out,2016-07-09
City Hotel,0,4,2016,July,28,6,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,1,Check-Out,2016-07-09
City Hotel,0,169,2016,July,28,5,0,4,2,2,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9,NULL,0,Transient,167.45,0,2,Check-Out,2016-07-09
City Hotel,0,20,2016,July,28,8,0,1,2,1,0,BB,CN,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,158.95,0,1,Check-Out,2016-07-09
City Hotel,0,173,2016,July,28,8,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,177.3,0,2,Check-Out,2016-07-09
City Hotel,0,77,2016,July,28,4,1,4,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,159.3,1,2,Check-Out,2016-07-09
City Hotel,0,140,2016,July,28,8,0,1,2,2,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,195.3,1,2,Check-Out,2016-07-09
City Hotel,0,17,2016,June,27,30,2,7,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,2,Check-Out,2016-07-09
City Hotel,0,1,2016,July,28,8,0,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,175.0,1,1,Check-Out,2016-07-09
City Hotel,0,0,2016,July,28,8,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,157.0,0,0,Check-Out,2016-07-09
City Hotel,0,7,2016,July,28,8,0,1,3,0,0,BB,ITA,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,187.25,0,2,Check-Out,2016-07-09
City Hotel,0,19,2016,July,28,5,0,4,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,187.0,0,0,Check-Out,2016-07-09
City Hotel,0,19,2016,July,28,5,0,4,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,175.0,1,2,Check-Out,2016-07-09
City Hotel,0,10,2016,July,28,7,0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,161.33,0,1,Check-Out,2016-07-10
City Hotel,0,12,2016,July,28,7,0,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,182.33,0,2,Check-Out,2016-07-10
City Hotel,0,10,2016,July,28,6,0,4,3,1,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,183.43,0,2,Check-Out,2016-07-10
City Hotel,0,60,2016,July,28,9,0,1,3,0,0,BB,COL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,152.1,0,2,Check-Out,2016-07-10
City Hotel,0,9,2016,July,28,8,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,14,NULL,0,Transient,167.1,1,1,Check-Out,2016-07-10
City Hotel,0,151,2016,July,27,1,2,7,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,167.45,0,2,Check-Out,2016-07-10
City Hotel,0,8,2016,July,28,7,0,3,1,0,0,BB,BGR,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,182.33,0,0,Check-Out,2016-07-10
City Hotel,0,31,2016,July,28,7,0,3,2,1,0,BB,BRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,167.95,1,1,Check-Out,2016-07-10
City Hotel,0,27,2016,July,28,8,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,1,Check-Out,2016-07-10
City Hotel,0,13,2016,July,28,9,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,231.0,0,3,Check-Out,2016-07-10
City Hotel,0,1,2016,July,28,6,0,4,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,168.5,0,0,Check-Out,2016-07-10
City Hotel,0,1,2016,July,28,6,0,4,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,189.5,0,0,Check-Out,2016-07-10
City Hotel,0,82,2016,July,28,9,0,1,3,1,0,BB,CN,Online TA,TA/TO,0,0,0,D,E,2,No Deposit,9,NULL,0,Transient,181.7,0,1,Check-Out,2016-07-10
City Hotel,0,44,2016,July,28,9,0,1,2,1,0,BB,ROU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,189.9,0,2,Check-Out,2016-07-10
City Hotel,0,54,2016,July,29,10,1,0,2,2,0,BB,DZA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7,NULL,0,Transient,156.93,0,2,Check-Out,2016-07-11
City Hotel,0,4,2016,July,28,8,1,2,2,2,0,BB,MEX,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8,NULL,0,Transient,306.0,0,3,Check-Out,2016-07-11
City Hotel,0,2,2016,July,28,7,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160.0,0,1,Check-Out,2016-07-11
City Hotel,0,5,2016,July,28,8,1,2,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160.0,1,0,Check-Out,2016-07-11
City Hotel,0,7,2016,July,29,11,1,0,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,154.0,0,1,Check-Out,2016-07-12
City Hotel,0,60,2016,July,28,9,2,1,3,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,177.9,0,1,Check-Out,2016-07-12
City Hotel,0,4,2016,July,29,11,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,2,Check-Out,2016-07-12
City Hotel,0,1,2016,July,28,8,2,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,184.5,0,2,Check-Out,2016-07-12
City Hotel,0,7,2016,July,29,11,1,0,2,1,0,BB,BEL,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,9,NULL,0,Transient,169.0,0,2,Check-Out,2016-07-12
City Hotel,0,0,2016,July,28,8,2,2,2,2,0,BB,AIA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8,NULL,0,Transient,265.0,0,0,Check-Out,2016-07-12
City Hotel,0,0,2016,July,29,11,1,0,2,2,0,BB,SWE,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,177.0,0,0,Check-Out,2016-07-12
City Hotel,0,125,2016,July,29,12,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,177.3,0,0,Check-Out,2016-07-13
City Hotel,0,0,2016,July,29,12,0,1,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,1,Check-Out,2016-07-13
City Hotel,0,51,2016,July,28,9,2,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,154.35,0,1,Check-Out,2016-07-13
City Hotel,0,2,2016,July,29,12,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151.0,0,0,Check-Out,2016-07-13
City Hotel,0,30,2016,July,28,7,2,4,3,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,168.3,0,4,Check-Out,2016-07-13
City Hotel,0,6,2016,July,29,11,1,1,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9,NULL,0,Transient,166.0,0,1,Check-Out,2016-07-13
City Hotel,0,177,2016,July,29,10,2,1,3,2,0,BB,NOR,Direct,Direct,0,0,0,G,G,0,No Deposit,NULL,NULL,0,Transient,225.9,0,0,Check-Out,2016-07-13
City Hotel,0,1,2016,July,29,11,1,1,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,169.0,0,2,Check-Out,2016-07-13
City Hotel,0,151,2016,July,29,10,2,1,3,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,168.3,0,2,Check-Out,2016-07-13
