hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,1,181,2015,August,32,6,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,NULL,0,Transient,164.0,0,1,Canceled,2015-02-10
Resort Hotel,1,200,2015,August,35,24,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,E,E,0,No Deposit,240,NULL,0,Transient,166.0,0,1,Canceled,2015-02-10
Resort Hotel,1,195,2015,July,29,18,2,6,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,2,0,A,A,0,No Deposit,242,NULL,0,Transient,188.96,0,1,Canceled,2015-02-11
Resort Hotel,1,132,2015,July,30,19,2,4,2,0,1,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,NULL,0,Transient,172.0,0,1,Canceled,2015-03-18
Resort Hotel,1,136,2015,July,30,20,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,G,G,0,No Deposit,240,NULL,0,Transient,237.0,0,0,Canceled,2015-03-24
Resort Hotel,0,148,2015,August,33,15,2,6,2,1,0,HB,PRT,Direct,Direct,0,0,1,E,E,5,No Deposit,NULL,NULL,0,Transient,160.0,1,2,Check-Out,2015-08-23
Resort Hotel,0,241,2016,August,33,13,2,6,3,0,0,HB,PRT,Direct,Direct,1,0,2,E,E,0,No Deposit,NULL,NULL,0,Transient,207.0,1,3,Check-Out,2016-08-21
Resort Hotel,0,192,2017,August,33,17,2,8,3,0,0,HB,PRT,Direct,Direct,1,1,3,E,E,2,No Deposit,NULL,NULL,0,Transient,211.2,1,3,Check-Out,2017-08-27
Resort Hotel,1,249,2017,August,33,19,2,6,3,0,0,HB,PRT,Direct,Direct,1,1,3,E,E,0,No Deposit,NULL,NULL,0,Transient,210.5,0,3,Canceled,2017-02-02
Resort Hotel,0,107,2016,August,35,24,2,4,2,0,0,BB,NULL,Direct,Direct,1,0,2,F,F,0,No Deposit,NULL,NULL,0,Transient,227.86,1,0,Check-Out,2016-08-30
Resort Hotel,0,22,2017,August,34,25,2,2,2,0,0,BB,PRT,Direct,Direct,1,0,5,A,A,1,No Deposit,NULL,NULL,0,Transient,200.0,1,3,Check-Out,2017-08-29
Resort Hotel,1,146,2015,July,31,26,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,E,1,No Deposit,240,NULL,0,Transient,164.0,0,1,Canceled,2015-04-10
Resort Hotel,1,149,2015,July,31,29,4,12,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,G,G,0,No Deposit,240,NULL,0,Transient,237.0,0,2,Canceled,2015-04-16
Resort Hotel,1,216,2015,August,32,8,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,E,E,1,No Deposit,240,NULL,0,Transient,166.0,0,1,Canceled,2015-04-16
Resort Hotel,1,256,2015,August,31,1,4,6,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,E,E,0,No Deposit,240,NULL,0,Transient-Party,166.0,0,1,Canceled,2015-04-16
Resort Hotel,1,212,2015,August,31,1,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,240,NULL,0,Transient,184.0,0,1,Canceled,2015-04-29
Resort Hotel,0,61,2016,December,53,29,0,3,2,0,0,HB,PRT,Direct,Direct,1,0,2,D,D,1,No Deposit,NULL,NULL,0,Transient,171.33,1,1,Check-Out,2017-01-01
Resort Hotel,0,49,2016,December,53,30,0,2,2,0,0,BB,PRT,Direct,TA/TO,1,0,2,D,D,0,No Deposit,NULL,NULL,0,Transient,225.0,0,1,Check-Out,2017-01-01
Resort Hotel,1,179,2015,August,32,3,1,4,2,0,0,HB,PRT,Online TA,TA/TO,0,1,0,E,F,0,No Deposit,240,NULL,0,Transient,211.0,0,0,Canceled,2015-05-07
Resort Hotel,1,250,2015,July,31,26,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,E,E,1,No Deposit,240,NULL,0,Transient,178.0,0,0,Canceled,2015-05-18
Resort Hotel,1,174,2015,August,33,12,2,9,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,G,G,0,No Deposit,240,NULL,0,Transient,199.0,0,2,Canceled,2015-05-18
Resort Hotel,0,1,2015,July,29,15,0,1,2,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,C,0,No Deposit,NULL,NULL,0,Transient,508.0,1,0,Check-Out,2015-07-16
Resort Hotel,1,155,2015,July,29,18,2,6,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,142,NULL,0,Contract,173.21,0,3,Canceled,2015-06-05
Resort Hotel,0,142,2017,August,32,12,4,6,2,0,0,HB,PRT,Direct,Direct,1,1,13,E,E,0,No Deposit,NULL,NULL,0,Transient,184.0,1,4,Check-Out,2017-08-22
Resort Hotel,0,32,2017,April,15,14,1,2,2,0,0,Undefined,PRT,Direct,Direct,1,2,1,C,C,0,No Deposit,NULL,NULL,0,Transient,204.33,0,1,Check-Out,2017-04-17
Resort Hotel,1,196,2015,July,29,16,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,NULL,0,Transient,164.0,0,0,Canceled,2015-06-18
Resort Hotel,1,160,2015,August,32,3,1,3,2,0,0,BB,PRT,Direct,Direct,0,1,0,F,F,0,No Deposit,250,NULL,0,Transient,164.15,0,1,Canceled,2015-06-18
Resort Hotel,1,152,2015,July,30,21,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,E,E,1,No Deposit,240,NULL,0,Transient,166.0,0,1,Canceled,2015-06-22
Resort Hotel,0,131,2017,June,23,6,0,5,2,0,0,HB,PRT,Online TA,TA/TO,1,0,1,D,D,0,No Deposit,242,NULL,0,Transient,171.0,1,2,Check-Out,2017-06-11
Resort Hotel,0,181,2015,July,27,1,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,NULL,0,Transient,153.0,0,1,Check-Out,2015-07-05
Resort Hotel,0,116,2015,July,27,3,0,2,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,201.0,1,1,Check-Out,2015-07-05
Resort Hotel,0,7,2016,July,28,5,0,2,3,0,0,BB,PRT,Online TA,TA/TO,1,0,1,E,E,1,No Deposit,240,NULL,0,Transient,236.0,1,2,Check-Out,2016-07-07
Resort Hotel,0,135,2015,July,27,4,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,G,0,No Deposit,250,NULL,0,Transient,154.0,1,0,Check-Out,2015-07-06
Resort Hotel,0,0,2015,July,28,5,1,0,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Group,153.0,0,0,Check-Out,2015-07-06
Resort Hotel,0,186,2015,July,28,7,0,4,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,154.0,0,1,Check-Out,2015-07-11
Resort Hotel,0,158,2015,July,27,4,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,154.0,0,0,Check-Out,2015-07-11
Resort Hotel,0,151,2015,July,28,7,0,4,2,2,0,HB,CHE,Direct,Direct,0,0,0,G,G,0,No Deposit,NULL,NULL,0,Transient,157.25,0,3,Check-Out,2015-07-11
Resort Hotel,0,151,2015,July,28,7,0,4,2,2,0,HB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,NULL,NULL,0,Transient,157.25,0,3,Check-Out,2015-07-11
Resort Hotel,0,84,2015,July,27,2,3,8,3,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,5,NULL,0,Transient,199.5,1,1,Check-Out,2015-07-13
Resort Hotel,0,94,2016,July,27,2,4,7,3,0,0,FB,PRT,Direct,TA/TO,1,0,1,F,F,0,No Deposit,NULL,NULL,0,Transient,317.0,1,1,Check-Out,2016-07-13
Resort Hotel,0,109,2017,June,24,16,4,7,3,0,0,FB,PRT,Direct,Direct,1,0,2,F,F,0,No Deposit,NULL,NULL,0,Transient,318.82,1,2,Check-Out,2017-06-27
Resort Hotel,0,8,2015,September,37,9,0,1,3,0,0,BB,PRT,Direct,Direct,1,0,1,G,G,0,No Deposit,NULL,NULL,0,Transient,153.0,1,2,Check-Out,2015-09-10
Resort Hotel,0,30,2015,July,28,6,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,155.0,0,0,Check-Out,2015-07-13
Resort Hotel,1,165,2015,August,32,3,1,2,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,G,G,0,No Deposit,240,NULL,0,Transient,199.0,0,3,Canceled,2015-07-14
Resort Hotel,0,188,2015,July,28,9,2,5,3,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96,NULL,0,Transient,159.74,0,0,Check-Out,2015-07-16
Resort Hotel,0,0,2015,July,29,15,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,154.0,1,0,Check-Out,2015-07-16
Resort Hotel,0,129,2015,July,28,10,2,4,2,0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5,NULL,0,Transient,157.5,1,0,Check-Out,2015-07-16
Resort Hotel,0,237,2015,July,29,13,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,169.0,0,1,Check-Out,2015-07-17
Resort Hotel,0,108,2015,July,28,11,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,196.0,0,1,Check-Out,2015-07-17
Resort Hotel,0,0,2015,July,29,17,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,179.0,0,0,Check-Out,2015-07-18
Resort Hotel,0,0,2015,July,29,17,0,1,2,0,0,BB,NZL,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,154.0,0,0,Check-Out,2015-07-18
Resort Hotel,0,98,2015,July,29,16,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,159.0,1,2,Check-Out,2015-07-19
Resort Hotel,0,0,2015,July,30,19,1,0,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,155.5,0,0,Check-Out,2015-07-20
Resort Hotel,0,0,2015,July,30,20,1,0,2,0,0,BB,BEL,Direct,Direct,0,0,0,G,G,0,No Deposit,NULL,NULL,0,Transient,153.0,0,0,Check-Out,2015-07-21
Resort Hotel,0,189,2015,July,28,11,4,6,2,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,NULL,NULL,0,Transient,160.0,0,1,Check-Out,2015-07-21
Resort Hotel,0,6,2015,July,30,20,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,G,0,No Deposit,NULL,NULL,0,Transient,176.0,1,0,Check-Out,2015-07-21
Resort Hotel,0,194,2015,July,29,14,2,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,156.22,0,1,Check-Out,2015-07-23
Resort Hotel,0,161,2015,July,29,13,3,7,2,2,0,HB,CHE,Direct,Direct,0,0,0,G,G,0,No Deposit,NULL,NULL,0,Transient,232.0,0,3,Check-Out,2015-07-23
Resort Hotel,0,22,2015,July,29,16,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,160.0,0,0,Check-Out,2015-07-23
Resort Hotel,0,140,2015,July,29,16,2,5,2,1,0,FB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,250,NULL,0,Transient,174.95,0,1,Check-Out,2015-07-23
Resort Hotel,0,13,2015,July,30,22,0,1,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,193.81,1,1,Check-Out,2015-07-23
Resort Hotel,0,97,2015,July,30,21,0,2,3,1,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,NULL,0,Transient,162.0,1,0,Check-Out,2015-07-23
Resort Hotel,0,36,2015,July,29,15,2,7,3,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,95,NULL,0,Transient,206.22,0,0,Check-Out,2015-07-24
Resort Hotel,0,126,2015,July,29,16,2,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,154.8,1,1,Check-Out,2015-07-24
Resort Hotel,0,64,2015,July,30,21,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,177.0,0,0,Check-Out,2015-07-24
Resort Hotel,0,1,2015,July,30,21,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,177.0,0,0,Check-Out,2015-07-24
Resort Hotel,0,3,2015,July,30,23,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,NULL,0,Transient,154.0,0,2,Check-Out,2015-07-24
Resort Hotel,0,35,2015,July,30,21,0,3,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,C,G,0,No Deposit,242,NULL,0,Transient,169.0,1,1,Check-Out,2015-07-24
Resort Hotel,0,44,2015,July,30,22,0,2,2,1,0,HB,CN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,NULL,0,Transient,187.11,1,0,Check-Out,2015-07-24
Resort Hotel,0,43,2015,July,30,24,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,177,NULL,0,Transient,158.5,0,0,Check-Out,2015-07-31
Resort Hotel,0,1,2015,July,29,18,2,5,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,NULL,0,Transient,191.0,0,1,Check-Out,2015-07-25
Resort Hotel,0,55,2015,July,30,20,1,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,240,NULL,0,Transient,177.0,0,1,Check-Out,2015-07-25
Resort Hotel,0,70,2015,July,30,22,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,167.0,1,1,Check-Out,2015-07-25
Resort Hotel,0,71,2015,July,30,19,2,4,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,160.0,0,0,Check-Out,2015-07-25
Resort Hotel,0,25,2015,July,30,19,2,4,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,242,NULL,0,Transient,201.05,0,2,Check-Out,2015-07-25
Resort Hotel,0,10,2015,July,30,20,1,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,164.0,1,0,Check-Out,2015-07-25
Resort Hotel,0,54,2015,July,30,22,0,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,NULL,0,Transient,163.3,0,2,Check-Out,2015-07-25
Resort Hotel,0,22,2015,July,30,24,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,165.0,1,2,Check-Out,2015-07-26
Resort Hotel,0,10,2015,July,30,24,0,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,E,1,No Deposit,250,NULL,0,Transient,164.0,0,0,Check-Out,2015-07-26
Resort Hotel,0,8,2015,July,30,24,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,164.0,1,1,Check-Out,2015-07-26
Resort Hotel,0,38,2015,July,30,24,0,2,2,0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient,157.0,0,0,Check-Out,2015-07-26
Resort Hotel,0,33,2015,July,30,23,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,NULL,0,Transient-Party,184.0,0,1,Check-Out,2015-07-26
Resort Hotel,0,33,2015,July,30,23,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,240,NULL,0,Transient-Party,194.0,0,1,Check-Out,2015-07-26
Resort Hotel,0,84,2015,July,30,22,0,4,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,NULL,0,Transient,199.75,1,3,Check-Out,2015-07-26
Resort Hotel,0,9,2015,July,30,24,0,2,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,195.0,0,1,Check-Out,2015-07-26
Resort Hotel,0,1,2015,July,30,25,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,179.0,0,2,Check-Out,2015-07-26
Resort Hotel,0,82,2015,August,34,17,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,1,D,D,0,No Deposit,240,NULL,0,Transient-Party,154.0,0,1,Check-Out,2015-08-19
Resort Hotel,0,52,2015,July,30,20,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,152.43,0,0,Check-Out,2015-07-27
Resort Hotel,0,171,2015,July,30,24,1,2,2,1,0,BB,CHE,Direct,Direct,0,0,0,E,E,0,No Deposit,250,NULL,0,Transient,153.1,1,1,Check-Out,2015-07-27
Resort Hotel,0,62,2015,July,30,20,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,167.0,0,0,Check-Out,2015-07-27
Resort Hotel,0,108,2015,July,29,17,3,7,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,182.8,1,2,Check-Out,2015-07-27
Resort Hotel,0,52,2015,July,30,20,2,5,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,190.0,0,1,Check-Out,2015-07-27
Resort Hotel,0,33,2015,July,30,20,2,5,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242,NULL,0,Transient,168.3,0,1,Check-Out,2015-07-27
Resort Hotel,0,30,2015,July,30,22,1,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,164.0,1,0,Check-Out,2015-07-27
Resort Hotel,0,14,2015,July,30,24,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,195.0,1,2,Check-Out,2015-07-27
Resort Hotel,0,50,2015,July,30,22,1,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,166.6,1,0,Check-Out,2015-07-27
Resort Hotel,0,7,2015,July,30,23,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,153.0,0,2,Check-Out,2015-07-27
Resort Hotel,0,26,2015,July,30,23,1,3,2,2,0,HB,IDN,Direct,Direct,0,0,0,G,G,0,No Deposit,250,NULL,0,Transient,252.0,1,0,Check-Out,2015-07-27
Resort Hotel,0,130,2017,July,29,18,1,5,2,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,2,No Deposit,250,NULL,0,Transient,156.5,1,0,Check-Out,2017-07-24
Resort Hotel,1,256,2015,August,31,1,3,6,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,G,G,1,No Deposit,240,NULL,0,Transient-Party,199.0,0,1,Canceled,2015-07-27
Resort Hotel,0,136,2015,July,29,18,4,6,2,1,0,HB,ROU,Direct,Direct,0,0,0,C,C,2,No Deposit,NULL,NULL,0,Transient-Party,182.2,1,2,Check-Out,2015-07-28
Resort Hotel,0,136,2015,July,29,18,4,6,2,1,0,HB,ROU,Direct,Direct,0,0,0,C,C,0,No Deposit,NULL,NULL,0,Transient-Party,182.2,1,2,Check-Out,2015-07-28
Resort Hotel,0,26,2015,July,30,20,3,5,2,0,0,HB,ESP,Direct,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,194.0,0,0,Check-Out,2015-07-28
Resort Hotel,0,43,2015,July,30,21,2,5,2,0,1,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,242,NULL,0,Transient,157.37,0,2,Check-Out,2015-07-28
Resort Hotel,0,38,2015,July,30,25,2,1,2,2,0,BB,ITA,Direct,Direct,0,0,0,C,C,1,No Deposit,250,NULL,0,Transient,162.0,1,1,Check-Out,2015-07-28
Resort Hotel,0,68,2015,July,30,23,2,5,2,0,0,BB,NOR,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,160.0,0,0,Check-Out,2015-07-30
Resort Hotel,0,24,2015,July,30,23,2,5,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242,NULL,0,Transient,179.0,0,1,Check-Out,2015-07-30
Resort Hotel,0,13,2015,July,31,29,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,250,NULL,0,Transient,185.0,1,1,Check-Out,2015-07-30
Resort Hotel,0,93,2015,July,30,25,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,214.0,0,0,Check-Out,2015-07-30
Resort Hotel,0,13,2015,July,31,29,0,1,2,1,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,250,NULL,0,Transient,168.0,0,2,Check-Out,2015-07-30
Resort Hotel,0,13,2015,July,31,29,0,1,2,1,0,BB,USA,Direct,Direct,0,0,0,A,C,0,No Deposit,250,NULL,0,Transient,168.0,0,2,Check-Out,2015-07-30
Resort Hotel,0,26,2015,July,31,27,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,NULL,0,Transient-Party,165.0,1,0,Check-Out,2015-07-30
Resort Hotel,0,26,2015,July,31,27,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240,NULL,0,Transient-Party,185.0,1,0,Check-Out,2015-07-30
Resort Hotel,0,26,2015,July,31,27,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240,NULL,0,Transient-Party,173.0,0,0,Check-Out,2015-07-30
Resort Hotel,0,72,2015,July,31,26,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,157.0,1,1,Check-Out,2015-07-30
Resort Hotel,0,30,2015,July,30,24,2,5,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,149,NULL,0,Transient,195.45,1,3,Check-Out,2015-07-31
Resort Hotel,0,53,2015,July,30,24,2,5,3,0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,242,NULL,0,Transient,190.4,0,1,Check-Out,2015-07-31
Resort Hotel,0,53,2015,July,30,24,2,5,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,242,NULL,0,Transient,168.7,0,1,Check-Out,2015-07-31
Resort Hotel,0,36,2015,July,30,24,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,175.43,1,0,Check-Out,2015-07-31
Resort Hotel,0,24,2015,July,30,24,2,5,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient,189.75,0,1,Check-Out,2015-07-31
Resort Hotel,0,27,2015,July,31,27,1,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,153.0,0,0,Check-Out,2015-07-31
Resort Hotel,0,28,2015,July,31,28,0,3,3,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,250,NULL,0,Transient,176.0,1,1,Check-Out,2015-07-31
Resort Hotel,0,24,2015,July,30,24,2,5,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient,189.75,0,1,Check-Out,2015-07-31
Resort Hotel,0,53,2015,July,31,27,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,154.6,1,0,Check-Out,2015-08-01
Resort Hotel,0,11,2015,July,30,24,2,6,2,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,NULL,0,Transient,194.0,0,0,Check-Out,2015-08-01
Resort Hotel,0,0,2015,July,31,31,0,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,153.0,0,0,Check-Out,2015-08-01
Resort Hotel,0,3,2015,July,31,30,0,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,153.0,0,3,Check-Out,2015-08-01
Resort Hotel,0,50,2015,July,31,26,2,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,207.0,1,0,Check-Out,2015-08-01
Resort Hotel,0,48,2015,July,31,26,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,NULL,0,Transient,158.1,0,0,Check-Out,2015-08-01
Resort Hotel,0,53,2015,July,30,25,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,221.43,0,0,Check-Out,2015-08-01
Resort Hotel,0,47,2015,July,31,28,0,4,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,154.0,0,3,Check-Out,2015-08-01
Resort Hotel,0,3,2015,July,31,30,0,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,195.0,1,3,Check-Out,2015-08-01
Resort Hotel,0,25,2015,July,31,26,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,183.0,1,2,Check-Out,2015-08-02
Resort Hotel,0,50,2015,July,31,28,0,5,2,2,0,BB,AUT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,NULL,0,Transient,198.8,1,1,Check-Out,2015-08-02
Resort Hotel,0,222,2017,July,29,22,2,5,2,0,1,HB,PRT,Direct,Direct,1,0,1,E,E,1,No Deposit,NULL,NULL,0,Transient,185.5,0,2,Check-Out,2017-07-29
Resort Hotel,0,15,2015,July,31,31,0,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,173.0,0,2,Check-Out,2015-08-02
Resort Hotel,0,16,2015,July,31,30,0,3,3,0,0,BB,NOR,Direct,Direct,0,0,0,E,F,0,No Deposit,250,NULL,0,Transient,194.0,0,0,Check-Out,2015-08-02
Resort Hotel,0,15,2015,July,31,31,0,2,2,2,0,BB,CHN,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,248.0,1,2,Check-Out,2015-08-02
