order_id,customer_id,order_date,status,region_code
ORD000987,CUST00564,2025-07-18 00:56:10,DELIVERED,SOUTH
ORD000988,CUST00086,2025-07-17 10:14:50,RETURNED,SOUTH
ORD000989,CUST00073,2026-05-05 00:00:06,RETURNED,SOUTH
ORD000990,CUST00578,2026-05-26 13:17:47,DELIVERED,SOUTH
ORD000991,CUST00158,2025-09-03 17:23:02,DELIVERED,NORTH
ORD000992,CUST00254,2025-03-02 05:09:47,DELIVERED,CENTRAL
ORD000993,CUST00338,2026-05-13 05:46:24,RETURNED,EAST
ORD000994,CUST00818,2025-06-25 08:34:24,PLACED,SOUTH
ORD000995,CUST00108,2025-04-06 22:16:19,DELIVERED,EAST
ORD000996,CUST00827,2026-01-16 07:09:08,DELIVERED,CENTRAL
ORD000997,CUST00565,2025-07-30 12:48:43,CANCELLED,SOUTH
ORD000998,CUST00770,2025-10-30 13:59:12,CANCELLED,CENTRAL
ORD000999,CUST00904,2025-11-09 17:57:48,SHIPPED,NORTH
ORD001000,CUST00731,2025-05-01 18:34:03,SHIPPED,CENTRAL
ORD001001,CUST00055,2026-07-18 10:47:43,DELIVERED,SOUTH
ORD001002,CUST00429,2026-07-03 23:27:36,DELIVERED,EAST
ORD001003,CUST00515,2025-08-11 18:42:21,DELIVERED,SOUTH
ORD001004,CUST00879,2025-03-09 12:43:17,DELIVERED,EAST
ORD001005,CUST00650,2025-03-03 17:31:08,SHIPPED,NORTH
ORD001006,CUST00059,2025-03-07 16:46:51,DELIVERED,WEST
ORD001007,CUST00011,2025-11-26 07:37:39,RETURNED,SOUTH
ORD001008,CUST00528,2026-06-17 03:35:49,CANCELLED,NORTH
ORD001009,CUST00632,2025-05-28 17:17:12,DELIVERED,WEST
ORD001010,CUST00768,2025-09-26 00:23:46,DELIVERED,CENTRAL
ORD001011,CUST00044,2026-04-17 18:15:48,SHIPPED,CENTRAL
ORD001012,CUST00180,2025-02-28 08:22:57,SHIPPED,EAST
ORD001013,CUST00433,2026-01-20 20:56:09,DELIVERED,NORTH
ORD001014,CUST00696,2025-07-13 23:57:40,CANCELLED,NORTH
ORD001015,CUST00495,2025-08-17 00:04:34,PLACED,CENTRAL
ORD001016,CUST00946,2025-08-25 18:15:10,RETURNED,CENTRAL
ORD001017,CUST00037,2025-12-26 16:00:27,CANCELLED,NORTH
ORD001018,CUST00631,2025-12-24 13:37:05,DELIVERED,NORTH
ORD001019,CUST00740,2025-05-25 14:13:52,PLACED,WEST
ORD001020,CUST00087,2026-02-15 23:04:29,SHIPPED,NORTH
ORD001021,CUST00008,2025-05-01 21:09:39,SHIPPED,WEST
ORD001022,CUST00307,2025-10-11 02:41:32,SHIPPED,EAST
ORD001023,CUST00450,2026-05-25 17:56:21,SHIPPED,EAST
ORD001024,CUST00006,2025-10-07 00:39:29,DELIVERED,NORTH
ORD001025,CUST00042,2025-04-14 19:58:55,DELIVERED,NORTH
ORD001026,CUST00204,2026-01-08 06:42:21,RETURNED,NORTH
ORD001027,CUST00564,2026-01-20 22:02:58,DELIVERED,EAST
ORD001028,CUST00800,2025-11-07 14:13:45,RETURNED,WEST
ORD001029,CUST00981,2025-03-25 19:01:16,SHIPPED,EAST
ORD001030,CUST00786,2026-06-16 14:50:34,DELIVERED,EAST
ORD001031,CUST00612,27-07-2026,DELIVERED,EAST
ORD001032,CUST00780,2025-11-30 04:14:37,SHIPPED,CENTRAL
ORD001033,CUST00288,2025-03-31 08:07:40,RETURNED,SOUTH
ORD001034,CUST00440,2025-06-04 02:40:34,DELIVERED,NORTH
ORD001035,CUST00515,2026-04-20 15:44:16,RETURNED,CENTRAL
ORD001036,CUST00153,2025-06-28 04:01:52,DELIVERED,EAST
ORD001037,CUST00952,2025-04-24 13:32:08,DELIVERED,NORTH
ORD001038,CUST00390,2025-11-13 08:34:11,DELIVERED,SOUTH
ORD001039,CUST00437,2026-01-08 04:50:48,DELIVERED,NORTH
ORD001040,CUST00276,2025-10-10 09:33:02,DELIVERED,WEST
ORD001041,CUST00917,2025-02-06 22:30:55,PLACED,EAST
ORD001042,CUST00484,2025-08-06 14:32:55,SHIPPED,SOUTH
ORD001043,CUST00504,2025-10-10 09:38:44,SHIPPED,NORTH
ORD001044,CUST00789,2025-04-12 05:07:07,DELIVERED,EAST
ORD001045,CUST00604,2026-02-15 18:42:12,SHIPPED,EAST
ORD001046,CUST00394,2025-03-09 18:06:24,SHIPPED,CENTRAL
ORD001047,CUST00601,2026-05-24 06:03:51,SHIPPED,WEST
ORD001048,CUST00077,2026-03-01 12:58:17,DELIVERED,WEST
ORD001049,CUST00207,2026-02-19 10:14:01,PLACED,SOUTH
ORD001050,CUST00729,2025-07-16 03:24:59,DELIVERED,CENTRAL
ORD001051,CUST00917,2025-10-12 06:57:31,DELIVERED,WEST
ORD001052,CUST00430,2026-02-11 19:38:43,DELIVERED,NORTH
ORD001053,CUST00281,2026-06-26 03:32:43,SHIPPED,CENTRAL
ORD001054,CUST00996,2026-06-23 21:25:53,CANCELLED,WEST
ORD001055,CUST00892,2026-02-03 20:06:15,SHIPPED,CENTRAL
ORD001056,CUST00799,2025-10-31 02:43:46,SHIPPED,SOUTH
ORD001057,,2026-03-21 04:57:03,DELIVERED,CENTRAL
ORD001058,CUST00725,2026-07-14 16:34:09,DELIVERED,SOUTH
ORD001059,CUST00275,2026-03-05 20:50:21,SHIPPED,CENTRAL
ORD001060,CUST00041,2026-05-12 19:17:39,CANCELLED,SOUTH
ORD001061,CUST00810,2025-02-10 00:24:06,SHIPPED,SOUTH
ORD001062,CUST00002,2026-05-19 19:37:42,DELIVERED,EAST
ORD001063,CUST00970,2026-07-02 22:45:34,SHIPPED,SOUTH
ORD001064,CUST00627,2025-08-18 01:14:51,PLACED,NORTH
ORD001065,CUST00225,2026-07-22 09:04:19,SHIPPED,NORTH
ORD001066,CUST00889,2026-03-30 00:46:37,DELIVERED,WEST
ORD001067,CUST00264,2026-05-02 09:45:59,DELIVERED,WEST
ORD001068,CUST00276,2025-06-08 09:19:07,CANCELLED,WEST
ORD001069,CUST00238,2026-07-21 20:40:47,DELIVERED,WEST
ORD001070,CUST00186,2025-12-23 19:39:08,CANCELLED,SOUTH
ORD001071,CUST00966,2026-07-21 14:29:33,SHIPPED,EAST
ORD001072,CUST00182,2025-11-03 04:22:15,SHIPPED,SOUTH
ORD001073,CUST00252,2025-12-20 10:15:54,RETURNED,NORTH
ORD001074,CUST00141,2026-07-19 11:52:28,PLACED,NORTH
ORD001075,CUST00022,2025-03-27 11:12:38,DELIVERED,NORTH
ORD001076,CUST00789,2025-03-06 22:20:02,RETURNED,CENTRAL
ORD001077,,2025-01-08 07:09:26,SHIPPED,EAST
ORD001078,CUST00088,2025-06-07 03:32:55,DELIVERED,WEST
ORD001079,CUST00315,2025-09-15 16:23:09,SHIPPED,CENTRAL
ORD001080,CUST00643,2026-02-27 05:40:44,CANCELLED,NORTH
ORD001081,CUST00106,2026-02-02 07:50:30,DELIVERED,NORTH
ORD001082,CUST00025,2025-06-26 01:31:51,SHIPPED,EAST
ORD001083,CUST00901,2026-06-16 14:27:59,CANCELLED,NORTH
ORD001084,CUST00113,2025-06-24 09:24:07,RETURNED,EAST
ORD001085,CUST00342,2025-04-02 22:13:19,RETURNED,NORTH
ORD001086,CUST00620,2025-04-28 08:45:48,DELIVERED,CENTRAL
ORD001087,CUST00436,2025-04-27 16:18:15,DELIVERED,CENTRAL
ORD001088,CUST00357,2025-03-22 17:15:25,DELIVERED,EAST
ORD001089,CUST00831,2026-07-07 11:43:03,DELIVERED,SOUTH
ORD001090,CUST00151,2025-09-06 18:00:16,DELIVERED,WEST
ORD001091,CUST00116,2026-03-25 19:46:19,DELIVERED,SOUTH
ORD001092,CUST00131,2025-05-22 06:20:45,DELIVERED,WEST
ORD001093,CUST00711,2025-11-18 12:28:54,DELIVERED,SOUTH
ORD001094,CUST00670,2025-07-11 00:03:34,DELIVERED,CENTRAL
ORD001095,CUST00546,2026-02-21 11:43:35,DELIVERED,CENTRAL
ORD001096,CUST00540,2026-03-25 20:23:51,CANCELLED,SOUTH
ORD001097,CUST00241,08-10-2025,RETURNED,NORTH
ORD001098,CUST00486,2025-04-14 18:20:52,PLACED,EAST
ORD001099,CUST00870,2025-04-19 05:39:31,SHIPPED,CENTRAL
ORD001100,CUST00935,2025-11-24 01:26:37,CANCELLED,NORTH
ORD001101,CUST00121,2026-06-25 10:17:34,DELIVERED,NORTH
ORD001102,CUST00435,2025-10-16 16:41:46,SHIPPED,CENTRAL
ORD001103,CUST00858,2026-04-07 07:34:35,PLACED,EAST
ORD001104,CUST00251,01-03-2025,CANCELLED,WEST
ORD001105,CUST00187,2025-12-31 21:02:57,DELIVERED,EAST
ORD001106,CUST00740,2025-09-20 00:25:02,DELIVERED,NORTH
ORD001107,CUST00160,2025-02-16 14:29:45,PLACED,SOUTH
ORD001108,CUST00012,2025-11-04 21:15:28,DELIVERED,WEST
ORD001109,CUST00850,2025-07-20 10:28:54,DELIVERED,SOUTH
ORD001110,CUST00161,2025-07-31 03:14:01,DELIVERED,SOUTH
ORD001111,CUST00411,2026-04-26 19:48:43,DELIVERED,CENTRAL
ORD001112,CUST00080,2026-06-22 19:46:02,DELIVERED,WEST
ORD001113,CUST00169,2025-02-12 11:09:12,DELIVERED,SOUTH
ORD001114,CUST00107,2025-03-02 10:27:25,DELIVERED,EAST
ORD001115,,2025-08-08 04:43:06,SHIPPED,SOUTH
ORD001116,CUST00775,2025-08-29 02:24:59,SHIPPED,NORTH
ORD001117,CUST00088,2026-03-19 19:51:31,DELIVERED,WEST
ORD001118,,2025-09-02 08:12:06,DELIVERED,EAST
ORD001119,CUST00982,2025-11-06 05:48:00,DELIVERED,WEST
ORD001120,CUST00998,2025-04-11 14:22:11,PLACED,WEST
ORD001121,CUST00516,2025-03-20 10:49:48,DELIVERED,NORTH
ORD001122,CUST00392,2026-01-06 11:02:56,CANCELLED,EAST
ORD001123,CUST00699,2025-12-26 16:55:32,DELIVERED,SOUTH
ORD001124,CUST00827,2026-06-14 07:19:48,DELIVERED,SOUTH
ORD001125,CUST00514,2026-02-06 00:32:39,DELIVERED,CENTRAL
ORD001126,CUST00350,2025-12-14 13:38:08,DELIVERED,EAST
ORD001127,CUST00963,2025-12-01 16:35:06,DELIVERED,WEST
ORD001128,CUST00626,2026-04-17 09:00:29,SHIPPED,WEST
ORD001129,CUST00016,2025-04-21 18:40:35,DELIVERED,NORTH
ORD001130,CUST00466,2025-09-01 16:08:25,SHIPPED,NORTH
ORD001131,CUST00373,2025-10-02 11:15:57,SHIPPED,WEST
ORD001132,CUST00485,2025-07-18 20:40:34,DELIVERED,SOUTH
ORD001133,CUST00996,2026-03-18 17:57:35,DELIVERED,EAST
ORD001134,CUST00878,2026-04-27 07:44:15,SHIPPED,EAST
ORD001135,CUST00640,2025-09-01 14:46:27,DELIVERED,CENTRAL
ORD001136,CUST00899,2026-06-15 03:45:30,RETURNED,NORTH
ORD001137,CUST00251,2026-06-28 12:11:51,PLACED,NORTH
ORD001138,CUST00163,2026-03-19 20:03:46,PLACED,WEST
ORD001139,CUST00686,2025-03-14 15:01:28,DELIVERED,CENTRAL
ORD001140,CUST00477,2025-03-26 18:07:35,DELIVERED,WEST
ORD001141,CUST00205,2025-11-08 20:53:02,DELIVERED,CENTRAL
ORD001142,CUST00720,2026-07-30 18:32:58,SHIPPED,NORTH
ORD001143,CUST00972,2026-01-01 00:49:48,SHIPPED,CENTRAL
ORD001144,,2026-04-12 20:53:42,PLACED,EAST
ORD001145,CUST00485,2025-06-15 18:27:09,CANCELLED,WEST
ORD001146,CUST00651,2025-05-17 18:50:48,PLACED,WEST
ORD001147,CUST00895,2026-07-08 04:29:42,DELIVERED,SOUTH
ORD001148,CUST00266,2025-05-23 23:28:04,PLACED,WEST
ORD001149,CUST00772,2025-08-19 14:42:36,DELIVERED,WEST
ORD001150,CUST00549,2026-06-20 00:43:51,RETURNED,WEST
ORD001151,CUST00710,2026-03-19 23:28:37,PLACED,CENTRAL
ORD001152,CUST00741,2026-06-03 19:43:23,SHIPPED,EAST
ORD001153,,2025-12-23 06:01:28,DELIVERED,EAST
ORD001154,CUST00994,2026-06-08 11:15:04,DELIVERED,NORTH
ORD001155,CUST00966,2025-04-08 15:32:18,DELIVERED,CENTRAL
ORD001156,CUST00224,2025-05-26 18:10:44,DELIVERED,SOUTH
ORD001157,CUST00222,2025-09-28 08:47:06,SHIPPED,CENTRAL
ORD001158,CUST00380,10-10-2025,CANCELLED,CENTRAL
ORD001159,CUST00128,2026-06-28 04:12:59,RETURNED,WEST
ORD001160,CUST00361,2026-02-26 08:19:05,RETURNED,EAST
ORD001161,CUST00181,2025-12-23 09:05:28,SHIPPED,CENTRAL
ORD001162,CUST00447,2025-10-24 08:51:21,DELIVERED,WEST
ORD001163,CUST00719,2026-04-27 20:39:21,RETURNED,NORTH
ORD001164,CUST00826,2025-03-22 15:11:48,PLACED,WEST
ORD001165,CUST00768,2026-04-30 12:57:13,PLACED,WEST
ORD001166,CUST00826,2025-01-26 08:22:13,CANCELLED,SOUTH
ORD001167,CUST00466,2026-03-05 10:20:38,SHIPPED,WEST
ORD001168,CUST00360,2025-12-27 08:36:04,CANCELLED,WEST
ORD001169,,2025-10-18 23:51:59,DELIVERED,EAST
ORD001170,CUST00271,2025-08-27 18:17:22,DELIVERED,WEST
ORD001171,CUST00005,2025-11-18 23:53:46,PLACED,EAST
ORD001172,CUST00532,2026-07-30 17:48:58,DELIVERED,CENTRAL
ORD001173,CUST00248,2026-03-08 15:44:11,SHIPPED,WEST
ORD001174,CUST00821,2026-03-25 19:58:19,RETURNED,WEST
ORD001175,CUST00178,2025-11-10 02:40:59,DELIVERED,WEST
ORD001176,CUST00728,2025-04-09 02:58:01,DELIVERED,WEST
ORD001177,CUST00643,2025-07-22 03:02:27,SHIPPED,EAST
ORD001178,CUST00096,2025-01-20 21:58:06,DELIVERED,CENTRAL
ORD001179,CUST00633,2026-07-04 14:10:15,RETURNED,CENTRAL
ORD001180,CUST00761,2026-07-25 05:54:18,DELIVERED,EAST
ORD001181,CUST00669,2025-06-22 05:49:01,DELIVERED,SOUTH
ORD001182,CUST00827,2025-10-21 16:25:28,DELIVERED,EAST
ORD001183,CUST00148,03-05-2026,RETURNED,NORTH
ORD001184,CUST00950,2026-04-08 20:16:39,SHIPPED,EAST
ORD001185,CUST00096,2025-03-02 02:29:39,DELIVERED,SOUTH
ORD001186,CUST00503,2025-01-18 01:18:27,DELIVERED,NORTH
ORD001187,CUST00430,2025-10-19 11:14:54,DELIVERED,WEST
ORD001188,CUST00185,21-08-2025,SHIPPED,CENTRAL
ORD001189,CUST00876,2025-01-25 10:16:45,DELIVERED,EAST
ORD001190,CUST00629,2026-04-12 00:40:39,SHIPPED,EAST
ORD001191,CUST00198,16-04-2026,PLACED,CENTRAL
ORD001192,CUST00222,2025-10-11 10:03:16,SHIPPED,EAST
ORD001193,CUST00086,2026-07-20 06:07:46,SHIPPED,EAST
ORD001194,CUST00977,2025-03-13 10:26:31,DELIVERED,EAST
ORD001195,CUST00829,2026-01-21 02:24:49,RETURNED,SOUTH
ORD001196,CUST00203,2026-06-18 15:40:45,DELIVERED,WEST
ORD001197,CUST00813,2026-04-02 09:15:51,DELIVERED,WEST
ORD001198,CUST00457,2025-11-26 03:02:10,SHIPPED,EAST
ORD001199,CUST00622,2025-10-25 12:29:31,DELIVERED,EAST
ORD001200,CUST00840,2025-02-19 22:00:35,CANCELLED,CENTRAL
ORD001201,CUST00420,2025-08-16 22:44:36,CANCELLED,CENTRAL
ORD001202,CUST00031,2025-03-31 01:13:48,DELIVERED,SOUTH
ORD001203,CUST00075,2025-06-17 03:19:24,DELIVERED,EAST
ORD001204,CUST00327,19-06-2026,DELIVERED,WEST
ORD001205,CUST00330,2025-06-30 16:53:12,DELIVERED,CENTRAL
ORD001206,CUST00223,2025-03-21 22:34:17,DELIVERED,NORTH
ORD001207,CUST00662,2025-11-24 13:59:32,DELIVERED,EAST
ORD001208,CUST00051,2026-01-19 15:36:07,RETURNED,WEST
ORD001209,CUST00464,2025-05-13 22:16:32,DELIVERED,SOUTH
ORD001210,CUST00292,2025-01-14 20:29:33,CANCELLED,NORTH
ORD001211,CUST00292,2025-04-12 19:05:56,DELIVERED,CENTRAL
ORD001212,CUST00041,2025-09-20 01:24:10,PLACED,NORTH
ORD001213,CUST00426,2026-07-16 18:25:32,DELIVERED,EAST
ORD001214,CUST00570,2025-09-01 05:59:55,PLACED,EAST
ORD001215,CUST00466,2026-01-19 04:27:40,RETURNED,NORTH
ORD001216,CUST00961,2026-04-25 23:55:34,SHIPPED,NORTH
ORD001217,CUST00331,2026-06-19 01:46:21,SHIPPED,NORTH
ORD001218,CUST00924,2025-10-14 12:24:46,DELIVERED,NORTH
ORD001219,CUST00889,2025-02-10 18:30:10,DELIVERED,NORTH
ORD001220,,2025-08-25 08:22:42,DELIVERED,CENTRAL
ORD001221,CUST00389,2025-07-29 15:31:31,RETURNED,CENTRAL
ORD001222,CUST00130,2025-09-06 00:47:33,DELIVERED,WEST
ORD001223,CUST00685,2025-04-06 01:12:13,SHIPPED,WEST
ORD001224,CUST01000,2025-08-06 21:40:28,DELIVERED,SOUTH
ORD001225,CUST00785,2025-08-19 02:12:19,DELIVERED,SOUTH
ORD001226,CUST00753,2025-06-09 22:05:26,PLACED,WEST
ORD001227,CUST00014,2026-06-05 19:00:23,CANCELLED,SOUTH
ORD001228,CUST00349,2025-06-12 01:43:53,DELIVERED,CENTRAL
ORD001229,CUST00779,2025-08-31 04:50:50,DELIVERED,CENTRAL
ORD001230,CUST00134,2025-06-19 22:26:41,DELIVERED,WEST
ORD001231,CUST00526,2025-06-07 16:34:50,SHIPPED,EAST
ORD001232,CUST00703,2025-08-27 13:37:51,DELIVERED,NORTH
ORD001233,CUST00898,2025-03-25 05:51:24,SHIPPED,WEST
ORD001234,CUST00030,2026-01-05 21:45:53,DELIVERED,EAST
ORD001235,CUST00564,2025-03-07 07:07:05,SHIPPED,WEST
ORD001236,CUST00521,2025-09-17 05:21:19,SHIPPED,NORTH
ORD001237,,2025-10-25 02:44:12,DELIVERED,EAST
ORD001238,CUST00181,2026-04-07 09:52:44,DELIVERED,CENTRAL
ORD001239,CUST00698,2025-02-08 17:40:16,RETURNED,SOUTH
ORD001240,CUST00917,2025-01-28 17:16:18,SHIPPED,CENTRAL
ORD001241,CUST00232,2026-04-27 17:45:09,DELIVERED,WEST
ORD001242,CUST00752,2026-06-22 05:55:13,SHIPPED,SOUTH
ORD001243,CUST00295,2026-07-03 06:03:36,DELIVERED,NORTH
ORD001244,CUST00930,2026-06-29 01:43:48,DELIVERED,SOUTH
ORD001245,CUST00698,2025-02-23 22:43:41,DELIVERED,WEST
ORD001246,CUST00014,2026-06-02 07:43:29,DELIVERED,SOUTH
ORD001247,CUST00903,2025-03-01 18:57:23,DELIVERED,NORTH
ORD001248,CUST00993,2026-01-04 00:50:03,DELIVERED,SOUTH
ORD001249,CUST00047,2025-01-14 12:11:18,RETURNED,SOUTH
ORD001250,CUST00172,2025-04-24 20:30:15,PLACED,EAST
ORD001251,CUST00753,2025-09-30 11:01:57,SHIPPED,WEST
ORD001252,CUST00470,2025-01-11 12:47:46,DELIVERED,EAST
ORD001253,CUST00794,2026-05-31 16:40:59,RETURNED,CENTRAL
ORD001254,CUST00277,2026-06-17 15:56:35,DELIVERED,SOUTH
ORD001255,CUST00877,2025-06-21 01:51:43,SHIPPED,WEST
ORD001256,,2026-03-25 14:56:59,RETURNED,EAST
ORD001257,CUST00092,2025-05-31 13:28:43,DELIVERED,NORTH
ORD001258,CUST00899,2026-05-02 22:06:30,CANCELLED,WEST
ORD001259,CUST00898,2026-02-14 06:15:22,RETURNED,EAST
ORD001260,CUST00401,2026-04-03 14:30:42,RETURNED,EAST
ORD001261,CUST00594,2026-02-08 22:57:05,CANCELLED,NORTH
ORD001262,CUST00466,2026-03-17 03:21:11,DELIVERED,EAST
ORD001263,CUST00009,2026-01-23 12:40:25,SHIPPED,SOUTH
ORD001264,CUST00297,2026-04-30 12:23:02,SHIPPED,WEST
ORD001265,CUST00819,17-08-2025,PLACED,EAST
ORD001266,CUST00127,2025-02-11 07:35:40,PLACED,EAST
ORD001267,CUST00001,2025-02-08 18:14:29,DELIVERED,EAST
ORD001268,CUST00515,2026-06-01 18:34:31,DELIVERED,NORTH
ORD001269,CUST00147,2026-07-24 09:06:03,DELIVERED,NORTH
ORD001270,CUST00033,2026-01-03 12:40:22,SHIPPED,WEST
ORD001271,CUST00991,2025-03-18 05:26:16,RETURNED,CENTRAL
ORD001272,CUST00578,2025-12-05 12:12:14,DELIVERED,CENTRAL
ORD001273,CUST00787,2025-06-04 23:04:25,DELIVERED,SOUTH
ORD001274,CUST00088,2025-08-19 22:42:36,DELIVERED,CENTRAL
ORD001275,CUST00802,2025-12-06 08:16:20,DELIVERED,EAST
ORD001276,CUST00702,2026-07-08 11:47:56,DELIVERED,WEST
ORD001277,CUST00421,25-12-2025,DELIVERED,WEST
ORD001278,CUST00144,2026-04-23 20:19:06,DELIVERED,CENTRAL
ORD001279,CUST00131,2026-04-28 06:13:25,DELIVERED,EAST
ORD001280,CUST00866,2025-11-01 23:42:01,DELIVERED,WEST
ORD001281,CUST00896,2026-02-07 08:22:27,PLACED,NORTH
ORD001282,CUST00666,2025-03-25 03:32:11,PLACED,EAST
ORD001283,CUST00708,2025-09-15 08:01:16,SHIPPED,CENTRAL
ORD001284,CUST00758,2026-07-11 20:56:32,SHIPPED,SOUTH
ORD001285,CUST00991,2026-01-20 17:08:52,CANCELLED,SOUTH
ORD001286,CUST00319,2026-07-13 13:46:45,PLACED,WEST
ORD001287,CUST00206,2025-03-31 02:19:41,SHIPPED,NORTH
ORD001288,CUST00254,2025-06-08 16:18:35,PLACED,CENTRAL
ORD001289,CUST00057,2025-04-05 14:43:45,DELIVERED,SOUTH
ORD001290,CUST00862,2026-03-01 15:35:07,DELIVERED,WEST
ORD001291,CUST00632,2025-04-06 16:32:59,DELIVERED,SOUTH
ORD001292,CUST00763,2026-05-26 16:02:33,DELIVERED,CENTRAL
ORD001293,CUST00492,2025-08-14 06:39:59,SHIPPED,CENTRAL
ORD001294,CUST00684,2025-08-02 17:45:07,DELIVERED,NORTH
ORD001295,CUST00834,2025-11-26 23:27:37,SHIPPED,NORTH
ORD001296,CUST00012,2026-03-27 22:00:50,DELIVERED,CENTRAL
ORD001297,CUST00930,2025-10-03 12:35:17,DELIVERED,WEST
ORD001298,CUST00163,2025-10-05 20:53:59,CANCELLED,SOUTH
ORD001299,CUST00724,2026-02-12 19:44:48,PLACED,SOUTH
ORD001300,CUST00737,2026-03-14 09:50:06,DELIVERED,SOUTH
ORD001301,CUST00781,2026-05-27 10:17:05,DELIVERED,WEST
ORD001302,CUST00484,2026-04-16 13:42:34,DELIVERED,CENTRAL
ORD001303,CUST00539,2025-07-21 08:19:23,DELIVERED,CENTRAL
ORD001304,CUST00633,2025-11-10 14:53:24,PLACED,SOUTH
ORD001305,CUST00682,2025-03-24 12:05:32,DELIVERED,EAST
ORD001306,CUST00791,2026-07-24 01:31:51,SHIPPED,SOUTH
ORD001307,CUST00394,2025-11-23 06:24:51,PLACED,EAST
ORD001308,CUST00868,2025-02-26 14:36:47,DELIVERED,NORTH
ORD001309,CUST00329,2025-03-25 14:56:47,DELIVERED,CENTRAL
ORD001310,CUST00201,2025-07-16 02:50:48,DELIVERED,SOUTH
ORD001311,CUST00166,2025-12-04 03:31:15,CANCELLED,SOUTH
ORD001312,CUST00025,2026-05-04 15:33:57,PLACED,NORTH
ORD001313,CUST00915,2025-01-05 01:36:41,DELIVERED,CENTRAL
ORD001314,CUST00349,2025-05-24 22:19:24,RETURNED,CENTRAL
ORD001315,CUST00853,2025-06-11 03:36:36,DELIVERED,EAST
ORD001316,CUST00922,2026-03-10 22:52:21,CANCELLED,WEST
ORD001317,CUST00386,2025-02-25 01:04:05,SHIPPED,CENTRAL
ORD001318,CUST00121,2026-01-23 08:40:12,DELIVERED,EAST
ORD001319,,2025-08-14 04:03:43,SHIPPED,EAST
ORD001320,CUST00893,2025-05-03 14:46:47,PLACED,CENTRAL
ORD001321,CUST00531,2026-04-20 18:28:35,DELIVERED,NORTH
ORD001322,CUST00914,2025-03-28 02:50:59,RETURNED,EAST
ORD001323,CUST00034,2025-09-20 13:37:12,SHIPPED,NORTH
ORD001324,CUST00561,2026-07-25 00:22:41,DELIVERED,NORTH
ORD001325,CUST00075,2026-03-14 23:02:28,DELIVERED,NORTH
ORD001326,CUST00073,2025-11-20 07:16:45,DELIVERED,NORTH
ORD001327,CUST00491,2025-04-11 13:23:40,PLACED,NORTH
ORD001328,CUST00231,2026-05-21 03:09:35,DELIVERED,SOUTH
ORD001329,,12-02-2025,DELIVERED,SOUTH
ORD001330,CUST00881,2025-10-22 16:18:43,DELIVERED,CENTRAL
ORD001331,CUST00397,2025-10-21 00:02:09,DELIVERED,WEST
ORD001332,CUST00119,2025-12-07 04:01:58,DELIVERED,EAST
ORD001333,CUST00352,2025-12-06 01:24:45,SHIPPED,NORTH
ORD001334,CUST00233,2025-11-17 20:05:55,CANCELLED,CENTRAL
ORD001335,CUST00822,2025-01-12 13:43:45,SHIPPED,NORTH
ORD001336,CUST00130,2025-12-07 15:16:27,PLACED,EAST
ORD001337,CUST00912,2025-07-09 17:02:40,SHIPPED,WEST
ORD001338,CUST00126,2026-05-25 23:43:48,SHIPPED,CENTRAL
ORD001339,CUST00723,2026-07-26 01:28:06,CANCELLED,SOUTH
ORD001340,CUST00310,2025-10-13 00:08:19,SHIPPED,SOUTH
ORD001341,CUST00274,2025-09-05 15:57:41,DELIVERED,NORTH
ORD001342,CUST00421,2026-07-02 23:30:15,DELIVERED,NORTH
ORD001343,CUST00141,2026-02-09 16:02:59,DELIVERED,SOUTH
ORD001344,CUST00743,2025-04-21 06:20:57,SHIPPED,WEST
ORD001345,CUST00465,30-03-2025,CANCELLED,EAST
ORD001346,CUST00394,2025-08-22 08:06:04,PLACED,EAST
ORD001347,CUST00394,20-01-2026,DELIVERED,WEST
ORD001348,,2025-06-09 19:05:14,DELIVERED,CENTRAL
ORD001349,CUST00313,2025-01-25 07:35:16,DELIVERED,NORTH
ORD001350,CUST00773,2025-09-19 03:33:47,RETURNED,CENTRAL
ORD001351,CUST00029,2025-09-22 19:39:50,DELIVERED,WEST
ORD001352,CUST00951,2026-07-26 05:07:10,CANCELLED,CENTRAL
ORD001353,CUST00739,2026-06-11 14:16:04,RETURNED,CENTRAL
ORD001354,CUST00587,2026-07-13 15:14:10,DELIVERED,SOUTH
ORD001355,CUST00479,2025-07-05 00:52:17,PLACED,EAST
ORD001356,CUST00256,2026-02-26 14:36:37,DELIVERED,NORTH
ORD001357,CUST00371,2025-07-28 17:48:49,DELIVERED,CENTRAL
ORD001358,,2025-08-27 08:56:25,DELIVERED,EAST
ORD001359,CUST00455,26-12-2025,PLACED,NORTH
ORD001360,CUST00492,2026-05-11 08:23:34,SHIPPED,NORTH
ORD001361,CUST00082,2025-08-03 17:19:14,DELIVERED,NORTH
ORD001362,CUST00265,2025-08-03 11:42:13,DELIVERED,SOUTH
ORD001363,CUST00151,2026-04-25 23:24:35,SHIPPED,NORTH
ORD001364,CUST00519,2025-12-08 23:57:08,PLACED,SOUTH
ORD001365,CUST00732,2025-07-21 05:07:49,PLACED,EAST
ORD001366,CUST00046,2026-04-12 11:36:03,SHIPPED,CENTRAL
ORD001367,CUST00524,2025-03-02 03:46:36,DELIVERED,EAST
ORD001368,CUST00698,2025-11-20 02:14:12,DELIVERED,EAST
ORD001369,CUST00335,2026-04-17 10:40:48,DELIVERED,WEST
