item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM0001724,ORD000572,PROD00084,2,43598.8,10.09
ITEM0001725,ORD000573,PROD00173,5,25369.41,13.77
ITEM0001726,ORD000573,PROD00087,3,40749.3,17.28
ITEM0001727,ORD000573,PROD00013,4,40555.92,9.21
ITEM0001728,ORD000573,PROD00043,5,27712.64,33.29
ITEM0001729,ORD000574,PROD00046,3,34570.06,36.01
ITEM0001730,ORD000574,PROD00005,5,78256.39,9.86
ITEM0001731,ORD000574,PROD00195,5,5066.64,30.11
ITEM0001732,ORD000575,PROD00099,2,63784.71,7.11
ITEM0001733,ORD000576,PROD00062,2,77207.52,37.35
ITEM0001734,ORD000576,PROD00034,1,77835.9,28.51
ITEM0001735,ORD000576,PROD00166,4,507.64,11.59
ITEM0001736,ORD000577,PROD00166,5,601.87,22.78
ITEM0001737,ORD000577,PROD00116,2,38985.18,29.85
ITEM0001738,ORD000577,PROD00135,2,58908.89,13.02
ITEM0001739,ORD000577,PROD00171,3,79617.44,23.43
ITEM0001740,ORD000578,PROD00030,3,69409.8,6.92
ITEM0001741,ORD000579,PROD00162,4,25885.0,19.5
ITEM0001742,ORD000579,PROD00014,4,77289.25,20.21
ITEM0001743,ORD000579,PROD00023,4,38719.98,14.12
ITEM0001744,ORD000580,PROD00160,4,43473.15,25.27
ITEM0001745,ORD000580,PROD00127,2,3759.73,22.01
ITEM0001746,ORD000580,PROD00174,1,48700.88,3.9
ITEM0001747,ORD000580,PROD00119,5,27822.98,26.71
ITEM0001748,ORD000580,PROD00146,4,52892.92,3.43
ITEM0001749,ORD000581,PROD00083,5,73530.54,30.45
ITEM0001750,ORD000581,PROD00151,4,2629.2,25.3
ITEM0001751,ORD000581,PROD00088,1,23376.48,0.32
ITEM0001752,ORD000581,PROD00028,3,70716.75,19.35
ITEM0001753,ORD000582,PROD00070,4,65577.51,35.99
ITEM0001754,ORD000582,PROD00041,5,54896.25,16.94
ITEM0001755,ORD000583,PROD00159,2,72269.33,37.99
ITEM0001756,ORD000583,PROD00077,4,43510.94,18.59
ITEM0001757,ORD000584,PROD00017,3,23246.51,37.72
ITEM0001758,ORD000584,PROD00047,4,19363.08,27.02
ITEM0001759,ORD000584,PROD00168,4,55042.39,10.03
ITEM0001760,ORD000585,PROD00100,4,4167.33,8.27
ITEM0001761,ORD000585,PROD00197,3,8109.44,23.61
ITEM0001762,ORD000586,PROD00024,2,30693.25,1.19
ITEM0001763,ORD000586,PROD00066,1,49482.12,39.65
ITEM0001764,ORD000586,PROD00001,4,72466.93,39.86
ITEM0001765,ORD000586,PROD00121,4,60466.98,19.9
ITEM0001766,ORD000586,PROD00123,4,58753.06,33.79
ITEM0001767,ORD000587,PROD00118,2,45227.84,9.21
ITEM0001768,ORD000588,PROD00109,1,45573.25,13.93
ITEM0001769,ORD000588,PROD00129,5,59538.03,5.78
ITEM0001770,ORD000588,PROD00169,5,30393.51,29.44
ITEM0001771,ORD000588,PROD00063,2,43882.45,0.42
ITEM0001772,ORD000589,PROD00195,5,6082.65,26.1
ITEM0001773,ORD000589,PROD00024,4,30362.09,10.72
ITEM0001774,ORD000589,PROD00192,1,33721.9,15.16
ITEM0001775,ORD000589,PROD00015,5,60459.0,16.2
ITEM0001776,ORD000589,PROD00170,1,3250.6,15.79
ITEM0001777,ORD000590,PROD00086,5,8797.01,1.53
ITEM0001778,ORD000590,PROD00101,5,45216.48,15.73
ITEM0001779,ORD000590,PROD00179,2,65464.68,2.47
ITEM0001780,ORD000590,PROD00077,4,44044.54,37.02
ITEM0001781,ORD000591,PROD00092,4,13359.88,17.81
ITEM0001782,ORD000592,PROD00190,5,35845.1,8.18
ITEM0001783,ORD000592,PROD00183,2,85123.23,27.51
ITEM0001784,ORD000592,PROD00166,2,510.53,14.6
ITEM0001785,ORD000592,PROD00015,2,79549.88,23.83
ITEM0001786,ORD000593,PROD00192,1,36627.92,11.93
ITEM0001787,ORD000593,PROD00140,1,43611.75,39.43
ITEM0001788,ORD000593,PROD00101,5,36717.58,30.62
ITEM0001789,ORD000593,PROD00113,3,37018.56,21.96
ITEM0001790,ORD000593,PROD00118,4,38415.08,26.27
ITEM0001791,ORD000594,PROD00064,2,22252.13,22.88
ITEM0001792,ORD000594,PROD00056,3,66131.47,6.26
ITEM0001793,ORD000594,PROD00199,5,8185.22,11.49
ITEM0001794,ORD000594,PROD00179,4,42153.38,5.42
ITEM0001795,ORD000594,PROD00027,1,62911.13,6.91
ITEM0001796,ORD000595,PROD00017,4,30404.73,18.92
ITEM0001797,ORD000595,PROD00185,3,16972.55,24.0
ITEM0001798,ORD000595,PROD00152,3,48300.78,5.19
ITEM0001799,ORD000596,PROD00083,4,55537.85,31.35
ITEM0001800,ORD000596,PROD00143,2,7718.82,34.79
ITEM0001801,ORD000596,PROD00126,2,71919.13,14.27
ITEM0001802,ORD000596,PROD00172,4,449.19,19.91
ITEM0001803,ORD000596,PROD00007,2,30801.26,36.22
ITEM0001804,ORD000597,PROD00077,3,62144.51,19.95
ITEM0001805,ORD000597,PROD00125,3,60511.38,18.19
ITEM0001806,ORD000597,PROD00041,5,39421.02,30.33
ITEM0001807,ORD000597,PROD00106,1,72759.44,37.97
ITEM0001808,ORD000598,PROD00135,5,49508.56,16.12
ITEM0001809,ORD000599,PROD00090,3,429.81,26.02
ITEM0001810,ORD000599,PROD00193,1,278.33,22.48
ITEM0001811,ORD000599,PROD00007,4,32976.25,19.67
ITEM0001812,ORD000600,PROD00065,2,67855.96,32.45
ITEM0001813,ORD000600,PROD00128,4,58072.22,33.2
ITEM0001814,ORD000600,PROD00112,3,53656.06,13.22
ITEM0001815,ORD000601,PROD00060,4,11584.08,22.96
ITEM0001816,ORD000601,PROD00077,2,64766.37,23.09
ITEM0001817,ORD000602,PROD00040,2,20060.64,24.65
ITEM0001818,ORD000602,PROD00178,1,11658.78,19.4
ITEM0001819,ORD000603,PROD00141,3,33822.42,2.01
ITEM0001820,ORD000603,PROD00164,1,65571.51,0.35
ITEM0001821,ORD000604,PROD00065,4,53729.16,19.13
ITEM0001822,ORD000605,PROD00110,5,28711.65,9.45
ITEM0001823,ORD000605,PROD00042,4,49062.51,21.31
ITEM0001824,ORD000605,PROD00153,3,50655.25,24.26
ITEM0001825,ORD000605,PROD00020,3,61256.72,28.83
ITEM0001826,ORD000605,PROD00070,3,47954.5,17.65
ITEM0001827,ORD000606,PROD00135,3,59715.61,34.88
ITEM0001828,ORD000606,PROD00090,2,342.46,25.27
ITEM0001829,ORD000606,PROD00116,3,31259.14,31.71
ITEM0001830,ORD000606,PROD00077,4,41977.1,17.41
ITEM0001831,ORD000606,PROD00130,3,28064.41,19.16
ITEM0001832,ORD000607,PROD00123,2,56291.0,8.89
ITEM0001833,ORD000607,PROD00124,4,29486.92,15.34
ITEM0001834,ORD000607,PROD00072,5,6126.26,21.93
ITEM0001835,ORD000607,PROD00061,5,41953.28,14.93
ITEM0001836,ORD000608,PROD00172,5,345.02,31.16
ITEM0001837,ORD000608,PROD00138,3,38888.86,12.79
ITEM0001838,ORD000608,PROD00057,1,34566.66,15.19
ITEM0001839,ORD000608,PROD00033,3,22553.79,29.17
ITEM0001840,ORD000608,PROD00188,2,8986.65,37.02
ITEM0001841,ORD000609,PROD00105,4,44407.45,5.39
ITEM0001842,ORD000609,PROD00033,2,35284.68,36.41
ITEM0001843,ORD000609,PROD00169,4,28747.12,8.09
ITEM0001844,ORD000610,PROD00183,4,65631.59,36.27
ITEM0001845,ORD000610,PROD00095,5,20737.68,15.84
ITEM0001846,ORD000611,PROD00129,1,66361.45,36.65
ITEM0001847,ORD000611,PROD00048,5,2253.0,25.17
ITEM0001848,ORD000612,PROD00130,4,40925.71,18.6
ITEM0001849,ORD000612,PROD00167,2,9647.26,37.28
ITEM0001850,ORD000612,PROD00142,5,36225.06,20.62
ITEM0001851,ORD000612,PROD00038,4,61329.15,16.48
ITEM0001852,ORD000613,PROD00128,1,70412.85,30.16
ITEM0001853,ORD000613,PROD00169,3,27861.15,14.55
ITEM0001854,ORD000613,PROD00146,2,65512.55,6.28
ITEM0001855,ORD000613,PROD00129,1,69175.97,0.69
ITEM0001856,ORD000613,PROD00084,2,49075.64,27.59
ITEM0001857,ORD000614,PROD00104,5,48484.91,11.59
ITEM0001858,ORD000614,PROD00092,3,16003.35,26.83
ITEM0001859,ORD000615,PROD00109,4,48157.3,23.36
ITEM0001860,ORD000615,PROD00128,4,51743.35,32.06
ITEM0001861,ORD000615,PROD00031,1,37088.31,23.61
ITEM0001862,ORD000616,PROD00118,4,46187.67,12.62
ITEM0001863,ORD000616,PROD00172,5,508.97,14.58
ITEM0001864,ORD000616,PROD00009,3,45416.04,19.09
ITEM0001865,ORD000616,PROD00130,2,39103.28,37.82
ITEM0001866,ORD000616,PROD00129,4,70845.59,38.95
ITEM0001867,ORD000617,PROD00022,4,54478.17,2.59
ITEM0001868,ORD000617,PROD00049,1,31255.28,21.9
ITEM0001869,ORD000617,PROD00012,1,70532.72,7.33
ITEM0001870,ORD000618,PROD00086,1,6709.67,38.42
ITEM0001871,ORD000618,PROD00058,3,12771.95,18.93
ITEM0001872,ORD000618,PROD00116,1,41594.69,17.04
ITEM0001873,ORD000618,PROD00146,1,72397.78,21.17
ITEM0001874,ORD000618,PROD00143,1,7212.55,10.43
ITEM0001875,ORD000619,PROD00053,4,69911.43,7.96
ITEM0001876,ORD000619,PROD00109,3,57000.22,1.84
ITEM0001877,ORD000619,PROD00200,4,45153.11,37.36
ITEM0001878,ORD000619,PROD00196,4,37754.76,29.4
ITEM0001879,ORD000619,PROD00133,3,38767.56,32.44
ITEM0001880,ORD000620,PROD00191,4,25808.48,26.36
ITEM0001881,ORD000620,PROD00194,1,43715.78,7.15
ITEM0001882,ORD000620,PROD00164,5,67102.31,29.5
ITEM0001883,ORD000621,PROD00017,5,26410.6,8.45
ITEM0001884,ORD000621,PROD00007,3,37296.19,31.37
ITEM0001885,ORD000621,PROD00161,1,14402.43,6.12
ITEM0001886,ORD000621,PROD00139,1,53630.94,3.43
ITEM0001887,ORD000621,PROD00082,4,71700.77,37.45
ITEM0001888,ORD000622,PROD00149,1,49949.53,4.76
ITEM0001889,ORD000622,PROD00063,1,38449.69,25.41
ITEM0001890,ORD000622,PROD00030,4,49692.01,25.92
ITEM0001891,ORD000623,PROD00181,3,36844.74,1.66
ITEM0001892,ORD000624,PROD00086,5,7785.89,5.2
ITEM0001893,ORD000624,PROD00142,4,40038.27,22.83
ITEM0001894,ORD000624,PROD00078,4,25022.3,31.59
ITEM0001895,ORD000625,PROD00062,5,75841.08,36.81
ITEM0001896,ORD000625,PROD00086,4,6429.7,8.7
ITEM0001897,ORD000625,PROD00112,2,66855.0,12.18
ITEM0001898,ORD000625,PROD00167,5,14825.4,3.89
ITEM0001899,ORD000625,PROD00090,2,367.36,2.58
ITEM0001900,ORD000626,PROD00165,5,48692.8,28.41
ITEM0001901,ORD000626,PROD00171,2,70032.12,1.41
ITEM0001902,ORD000626,PROD00048,1,2002.63,8.47
ITEM0001903,ORD000627,PROD00005,5,79163.9,16.68
ITEM0001904,ORD000627,PROD00070,3,45241.6,0.41
ITEM0001905,ORD000627,PROD00180,1,47746.5,2.04
ITEM0001906,ORD000627,PROD00186,4,39362.73,19.91
ITEM0001907,ORD000627,PROD00141,-3,27399.23,4.63
ITEM0001908,ORD000628,PROD00105,1,47766.67,25.07
ITEM0001909,ORD000628,PROD00137,5,38107.65,7.23
ITEM0001910,ORD000628,PROD00144,1,34807.11,10.1
ITEM0001911,ORD000628,PROD00027,4,58675.16,6.14
ITEM0001912,ORD000629,PROD00060,1,10648.34,16.1
ITEM0001913,ORD000629,PROD00029,4,18323.09,34.68
ITEM0001914,ORD000629,PROD00040,5,18635.08,19.93
ITEM0001915,ORD000629,PROD00090,5,510.89,19.53
ITEM0001916,ORD000630,PROD00010,5,41931.17,18.05
ITEM0001917,ORD000630,PROD00143,2,8101.74,3.58
ITEM0001918,ORD000630,PROD00016,4,53711.8,16.97
ITEM0001919,ORD000631,PROD00045,3,69925.53,35.87
ITEM0001920,ORD000631,PROD00098,3,44743.51,4.19
ITEM0001921,ORD000631,PROD00022,3,50041.26,13.8
ITEM0001922,ORD000632,PROD00190,3,49083.94,14.76
ITEM0001923,ORD000632,PROD00163,5,28528.59,4.58
ITEM0001924,ORD000632,PROD00037,4,34433.53,10.17
ITEM0001925,ORD000632,PROD00154,4,50227.27,24.12
ITEM0001926,ORD000632,PROD00107,2,69723.36,23.77
ITEM0001927,ORD000633,PROD00189,4,9375.19,0.1
ITEM0001928,ORD000633,PROD00043,3,30008.46,4.84
ITEM0001929,ORD000633,PROD00080,3,4164.91,6.81
ITEM0001930,ORD000634,PROD00049,3,28564.09,14.13
ITEM0001931,ORD000635,PROD00023,4,36141.53,33.24
ITEM0001932,ORD000635,PROD00143,3,9146.86,34.52
ITEM0001933,ORD000635,PROD00051,1,22641.82,23.03
ITEM0001934,ORD000635,PROD00037,2,39495.99,25.14
ITEM0001935,ORD000636,PROD00124,-2,36190.0,20.13
ITEM0001936,ORD000636,PROD00087,3,43097.79,21.02
ITEM0001937,ORD000637,PROD00179,4,41853.57,15.65
ITEM0001938,ORD000637,PROD00004,1,4323.29,7.37
ITEM0001939,ORD000638,PROD00055,2,48544.67,6.33
ITEM0001940,ORD000638,PROD00126,2,74379.09,5.01
ITEM0001941,ORD000638,PROD00136,4,11580.59,17.38
ITEM0001942,ORD000638,PROD00027,5,70924.24,34.4
ITEM0001943,ORD000638,PROD00188,3,11344.62,21.5
ITEM0001944,ORD000639,PROD00164,2,76904.44,11.58
ITEM0001945,ORD000639,PROD00181,2,53764.87,8.05
ITEM0001946,ORD000639,PROD00118,4,41999.69,34.65
ITEM0001947,ORD000639,PROD00193,4,328.02,10.43
ITEM0001948,ORD000640,PROD00002,4,19385.85,8.37
ITEM0001949,ORD000640,PROD00176,2,34425.76,4.94
ITEM0001950,ORD000640,PROD00085,2,56010.7,19.35
ITEM0001951,ORD000640,PROD00059,3,58311.89,1.65
ITEM0001952,ORD000640,PROD00104,5,50258.33,7.99
ITEM0001953,ORD000641,PROD00171,1,61501.3,11.18
ITEM0001954,ORD000641,PROD00187,2,42265.43,5.41
ITEM0001955,ORD000641,PROD00025,1,22782.71,8.88
ITEM0001956,ORD000642,PROD00178,1,11186.71,11.04
ITEM0001957,ORD000642,PROD00189,2,8928.71,21.77
ITEM0001958,ORD000642,PROD00158,4,21160.98,32.36
ITEM0001959,ORD000642,PROD00165,5,52513.65,0.86
ITEM0001960,ORD000642,PROD00094,4,36679.64,16.81
ITEM0001961,ORD000643,PROD00061,1,38265.36,1.51
ITEM0001962,ORD000643,PROD00184,2,9797.4,12.44
ITEM0001963,ORD000644,PROD00142,3,27442.25,31.27
ITEM0001964,ORD000644,PROD00164,2,73679.61,35.75
ITEM0001965,ORD000644,PROD00155,1,41520.34,31.05
ITEM0001966,ORD000644,PROD00034,4,54494.1,2.41
ITEM0001967,ORD000645,PROD00009,5,51044.7,19.86
ITEM0001968,ORD000645,PROD00020,4,50866.87,24.61
ITEM0001969,ORD000645,PROD00083,1,67151.45,24.47
ITEM0001970,ORD000646,PROD00048,3,1772.72,21.34
ITEM0001971,ORD000646,PROD00109,1,59447.46,22.29
ITEM0001972,ORD000646,PROD00136,2,9707.0,1.68
ITEM0001973,ORD000647,PROD00121,4,45973.57,11.22
ITEM0001974,ORD000647,PROD00051,1,16568.83,0.4
ITEM0001975,ORD000648,PROD00007,4,28018.39,31.84
ITEM0001976,ORD000648,PROD00014,2,87965.51,37.43
ITEM0001977,ORD000649,PROD00074,5,70905.39,33.72
ITEM0001978,ORD000649,PROD00132,1,7925.23,18.47
ITEM0001979,ORD000649,PROD00084,3,53991.91,6.11
ITEM0001980,ORD000649,PROD00168,2,47632.52,23.0
ITEM0001981,ORD000650,PROD00198,1,23636.31,26.83
ITEM0001982,ORD000650,PROD00084,5,48500.71,33.83
ITEM0001983,ORD000651,PROD00126,1,63068.37,16.07
ITEM0001984,ORD000651,PROD00198,5,23276.36,21.84
ITEM0001985,ORD000651,PROD00095,5,22738.57,39.29
ITEM0001986,ORD000652,PROD00056,2,68035.24,14.02
ITEM0001987,ORD000652,PROD00103,3,55539.75,11.21
ITEM0001988,ORD000652,PROD00106,5,51394.18,19.71
ITEM0001989,ORD000652,PROD00154,4,68259.42,38.77
ITEM0001990,ORD000653,PROD00149,2,39742.07,35.15
ITEM0001991,ORD000653,PROD00014,3,88186.74,28.26
ITEM0001992,ORD000653,PROD00188,-1,8657.2,4.4
ITEM0001993,ORD000653,PROD00049,4,35608.76,10.59
ITEM0001994,ORD000653,PROD00030,1,56365.94,1.24
ITEM0001995,ORD000654,PROD00174,-2,35854.96,6.97
ITEM0001996,ORD000654,PROD00052,1,77662.88,8.28
ITEM0001997,ORD000654,PROD00054,3,19023.45,15.45
ITEM0001998,ORD000654,PROD00084,2,38762.73,15.17
ITEM0001999,ORD000654,PROD00048,5,2761.11,7.61
ITEM0002000,ORD000655,PROD00017,4,22139.9,31.76
ITEM0002001,ORD000656,PROD00082,3,72548.39,24.15
ITEM0002002,ORD000656,PROD00120,3,51584.33,2.94
ITEM0002003,ORD000656,PROD00190,1,33659.33,33.2
ITEM0002004,ORD000657,PROD00106,2,62539.05,6.29
ITEM0002005,ORD000657,PROD00198,2,24497.76,14.76
ITEM0002006,ORD000657,PROD00113,4,35949.83,7.28
ITEM0002007,ORD000658,PROD00062,1,51874.31,7.43
ITEM0002008,ORD000659,PROD00194,3,54235.8,0.87
ITEM0002009,ORD000659,PROD00097,2,74395.16,14.65
ITEM0002010,ORD000659,PROD00123,4,63390.16,26.57
ITEM0002011,ORD000659,PROD00026,3,49083.16,19.94
ITEM0002012,ORD000659,PROD00014,2,78619.92,34.55
ITEM0002013,ORD000660,PROD00159,4,76189.85,12.64
ITEM0002014,ORD000660,PROD00127,5,5186.66,36.4
ITEM0002015,ORD000660,PROD00178,5,15822.07,4.61
ITEM0002016,ORD000660,PROD00174,5,50204.4,3.95
ITEM0002017,ORD000660,PROD00197,3,8667.46,4.53
ITEM0002018,ORD000661,PROD00067,3,34832.14,11.71
ITEM0002019,ORD000662,PROD00080,2,5329.27,36.92
ITEM0002020,ORD000662,PROD00094,3,38534.67,35.65
ITEM0002021,ORD000662,PROD00079,-2,33195.05,12.85
ITEM0002022,ORD000662,PROD00107,3,77001.58,21.71
ITEM0002023,ORD000662,PROD00113,1,35024.8,0.3
ITEM0002024,ORD000663,PROD00167,1,14925.73,16.13
ITEM0002025,ORD000664,PROD00119,-1,20708.87,35.07
ITEM0002026,ORD000665,PROD00027,4,53521.72,8.87
ITEM0002027,ORD000666,PROD00171,1,63283.28,1.18
ITEM0002028,ORD000667,PROD00082,3,78535.72,16.88
ITEM0002029,ORD000667,PROD00121,-1,59507.83,26.63
ITEM0002030,ORD000668,PROD00075,1,21290.9,34.93
ITEM0002031,ORD000668,PROD00034,2,77823.9,3.0
ITEM0002032,ORD000668,PROD00200,3,41303.99,30.49
ITEM0002033,ORD000669,PROD00078,1,32017.9,10.14
ITEM0002034,ORD000669,PROD00170,3,3398.69,26.36
ITEM0002035,ORD000670,PROD00037,2,40815.65,2.5
ITEM0002036,ORD000670,PROD00071,3,18989.58,2.93
ITEM0002037,ORD000670,PROD00193,5,303.64,2.19
ITEM0002038,ORD000670,PROD00136,5,13711.82,3.91
ITEM0002039,ORD000671,PROD00158,4,22847.34,5.87
ITEM0002040,ORD000671,PROD00039,4,27821.32,10.28
ITEM0002041,ORD000671,PROD00061,2,34335.18,17.33
ITEM0002042,ORD000672,PROD00149,3,52872.85,11.52
ITEM0002043,ORD000672,PROD00081,2,18816.51,39.98
ITEM0002044,ORD000672,PROD00003,2,44340.48,11.62
ITEM0002045,ORD000673,PROD00191,1,31655.66,21.73
ITEM0002046,ORD000673,PROD00062,1,66606.49,21.42
ITEM0002047,ORD000673,PROD00162,3,29351.98,15.03
ITEM0002048,ORD000673,PROD00027,5,53947.71,0.55
ITEM0002049,ORD000674,PROD00179,3,56292.64,19.54
ITEM0002050,ORD000675,PROD00062,5,61478.52,17.28
ITEM0002051,ORD000675,PROD00061,1,34237.1,17.06
ITEM0002052,ORD000675,PROD00069,2,79956.89,14.51
ITEM0002053,ORD000675,PROD00180,4,48950.99,12.79
ITEM0002054,ORD000676,PROD00002,1,21709.16,4.62
ITEM0002055,ORD000676,PROD00145,4,35964.47,27.86
ITEM0002056,ORD000676,PROD00055,1,56668.63,14.34
ITEM0002057,ORD000677,PROD00006,3,55655.57,22.82
ITEM0002058,ORD000677,PROD00084,5,39532.56,29.2
ITEM0002059,ORD000677,PROD00186,5,35803.9,37.85
ITEM0002060,ORD000677,PROD00169,5,32806.32,35.67
ITEM0002061,ORD000677,PROD00091,4,55009.39,3.79
ITEM0002062,ORD000678,PROD00089,4,33701.4,19.52
ITEM0002063,ORD000678,PROD00069,5,53050.14,39.08
ITEM0002064,ORD000678,PROD00010,1,37655.46,31.96
ITEM0002065,ORD000678,PROD00177,1,59981.0,26.71
ITEM0002066,ORD000678,PROD00185,5,16939.1,5.58
ITEM0002067,ORD000679,PROD00039,2,28460.67,19.44
ITEM0002068,ORD000679,PROD00200,1,55685.25,28.34
ITEM0002069,ORD000679,PROD00042,3,77705.69,35.68
ITEM0002070,ORD000679,PROD00054,2,25267.58,27.97
ITEM0002071,ORD000679,PROD00062,3,50122.26,11.17
ITEM0002072,ORD000680,PROD00128,2,51128.86,12.62
ITEM0002073,ORD000680,PROD00168,4,66474.1,7.2
ITEM0002074,ORD000681,PROD00174,2,32666.95,10.11
ITEM0002075,ORD000682,PROD00113,4,36392.19,14.78
ITEM0002076,ORD000683,PROD00117,3,15716.01,34.38
ITEM0002077,ORD000683,PROD00017,5,22334.36,38.37
ITEM0002078,ORD000683,PROD00159,2,75215.11,36.15
ITEM0002079,ORD000683,PROD00182,1,21925.98,22.99
ITEM0002080,ORD000683,PROD00158,5,24020.78,24.31
ITEM0002081,ORD000684,PROD00058,4,16632.31,18.15
ITEM0002082,ORD000684,PROD00102,1,33306.51,27.24
ITEM0002083,ORD000684,PROD00076,2,59377.24,3.4
ITEM0002084,ORD000684,PROD00172,1,477.57,25.47
ITEM0002085,ORD000684,PROD00047,2,15436.93,1.18
ITEM0002086,ORD000685,PROD00049,2,40370.17,16.2
ITEM0002087,ORD000685,PROD00096,5,3914.37,32.5
ITEM0002088,ORD000685,PROD00196,1,27913.72,5.58
ITEM0002089,ORD000686,PROD00047,1,20261.62,31.41
ITEM0002090,ORD000686,PROD00059,3,78977.94,34.4
ITEM0002091,ORD000687,PROD00016,3,57360.96,33.24
ITEM0002092,ORD000687,PROD00197,4,5630.96,21.07
ITEM0002093,ORD000687,PROD00194,4,59305.62,8.2
ITEM0002094,ORD000687,PROD00196,1,28789.61,39.5
ITEM0002095,ORD000688,PROD00190,1,44547.91,24.69
ITEM0002096,ORD000688,PROD00142,2,33034.97,14.9
ITEM0002097,ORD000688,PROD00048,1,2730.46,33.7
ITEM0002098,ORD000688,PROD00036,5,62768.66,31.47
ITEM0002099,ORD000689,PROD00139,3,57977.75,17.51
ITEM0002100,ORD000689,PROD00001,2,63501.19,3.83
ITEM0002101,ORD000690,PROD00115,5,56634.91,6.76
ITEM0002102,ORD000690,PROD00016,3,60630.69,17.58
ITEM0002103,ORD000691,PROD00004,5,3991.97,34.16
ITEM0002104,ORD000691,PROD00083,5,72157.31,26.69
ITEM0002105,ORD000691,PROD00060,1,14036.68,32.45
ITEM0002106,ORD000691,PROD00092,2,15246.62,12.88
ITEM0002107,ORD000692,PROD00187,4,50204.1,22.13
ITEM0002108,ORD000692,PROD00137,3,47336.52,29.45
ITEM0002109,ORD000693,PROD00119,4,27277.18,4.01
ITEM0002110,ORD000693,PROD00018,2,8462.77,1.33
ITEM0002111,ORD000694,PROD00098,4,39823.99,35.61
ITEM0002112,ORD000695,PROD00055,1,56199.47,27.88
ITEM0002113,ORD000695,PROD00196,5,30507.39,29.74
ITEM0002114,ORD000695,PROD00060,-1,12922.89,29.06
ITEM0002115,ORD000695,PROD00024,3,28399.35,9.21
ITEM0002116,ORD000696,PROD00160,2,42075.92,25.24
ITEM0002117,ORD000696,PROD00020,4,49722.08,21.54
ITEM0002118,ORD000696,PROD00120,1,79542.02,11.47
ITEM0002119,ORD000696,PROD00003,5,34077.78,19.07
ITEM0002120,ORD000697,PROD00101,3,37930.2,27.71
ITEM0002121,ORD000698,PROD00077,4,46578.16,14.41
ITEM0002122,ORD000698,PROD00111,3,52399.31,16.98
ITEM0002123,ORD000699,PROD00035,3,15963.86,8.75
ITEM0002124,ORD000699,PROD00148,4,61691.63,4.79
ITEM0002125,ORD000699,PROD00170,-2,3549.9,36.26
ITEM0002126,ORD000700,PROD00160,5,48765.67,38.79
ITEM0002127,ORD000701,PROD00060,3,9920.82,39.14
ITEM0002128,ORD000702,PROD00146,4,63672.85,32.03
ITEM0002129,ORD000703,PROD00072,4,9527.09,29.76
ITEM0002130,ORD000703,PROD00083,1,75327.51,17.89
ITEM0002131,ORD000703,PROD00112,2,43936.94,12.58
ITEM0002132,ORD000704,PROD00163,1,30642.52,36.85
ITEM0002133,ORD000705,PROD00108,-1,35604.5,29.17
ITEM0002134,ORD000705,PROD00124,3,31784.13,23.87
ITEM0002135,ORD000705,PROD00072,1,6089.83,35.37
ITEM0002136,ORD000706,PROD00078,3,30708.15,21.55
ITEM0002137,ORD000707,PROD00162,3,34145.03,10.87
ITEM0002138,ORD000707,PROD00123,3,71287.56,0.22
ITEM0002139,ORD000707,PROD00005,1,82183.81,1.5
ITEM0002140,ORD000707,PROD00147,4,33127.35,14.35
ITEM0002141,ORD000708,PROD00119,5,27738.3,14.04
ITEM0002142,ORD000708,PROD00099,1,52453.06,35.81
ITEM0002143,ORD000708,PROD00136,2,14004.04,15.85
ITEM0002144,ORD000708,PROD00055,4,48921.18,3.33
ITEM0002145,ORD000708,PROD00076,1,62510.47,24.1
ITEM0002146,ORD000709,PROD00023,1,27478.26,35.7
ITEM0002147,ORD000710,PROD00091,5,49207.55,14.73
ITEM0002148,ORD000710,PROD00046,1,31954.7,4.35
ITEM0002149,ORD000710,PROD00175,4,25580.53,37.19
ITEM0002150,ORD000710,PROD00169,4,27548.93,25.28
ITEM0002151,ORD000711,PROD00124,2,34960.43,33.33
ITEM0002152,ORD000711,PROD00197,1,8045.15,35.71
ITEM0002153,ORD000711,PROD00185,2,20216.74,4.87
ITEM0002154,ORD000712,PROD00103,4,41811.3,20.4
ITEM0002155,ORD000712,PROD00121,3,54226.97,16.78
ITEM0002156,ORD000712,PROD00015,5,74154.9,30.36
ITEM0002157,ORD000712,PROD00042,3,51161.7,26.57
ITEM0002158,ORD000713,PROD00048,1,2666.38,34.25
ITEM0002159,ORD000713,PROD00131,4,63556.64,10.87
ITEM0002160,ORD000714,PROD00197,2,8366.49,18.3
ITEM0002161,ORD000714,PROD00127,5,3929.77,34.37
ITEM0002162,ORD000714,PROD00183,3,88526.8,36.38
ITEM0002163,ORD000715,PROD00079,3,40737.31,34.56
ITEM0002164,ORD000715,PROD00006,4,48924.82,38.82
ITEM0002165,ORD000715,PROD00002,3,18635.65,33.72
ITEM0002166,ORD000715,PROD00148,5,44665.47,38.3
ITEM0002167,ORD000715,PROD00170,4,2732.09,25.54
ITEM0002168,ORD000716,PROD00108,4,46212.18,12.87
ITEM0002169,ORD000716,PROD00066,2,37863.93,22.52
ITEM0002170,ORD000716,PROD00147,4,30728.44,5.07
ITEM0002171,ORD000716,PROD00121,4,52194.99,17.41
ITEM0002172,ORD000717,PROD00111,5,53073.36,4.82
ITEM0002173,ORD000717,PROD00109,3,44189.29,33.54
